noun_w_buah_affixed1	noun_w_buah_affixed2	cossim
permasalahan	kutipan	0.27
permasalahan	kepastian	0.36
permasalahan	kebanggaan	0.31
permasalahan	permukiman	0.29
permasalahan	hunian	0.24
permasalahan	kejutan	0.24
permasalahan	tayangan	0.21
permasalahan	pengantar	0.19
permasalahan	kuburan	0.18
permasalahan	pengorbanan	0.21
permasalahan	pangkalan	0.19
permasalahan	lembaran	0.24
permasalahan	tendangan	0.17
permasalahan	perpaduan	0.26
permasalahan	kesedihan	0.38
permasalahan	jalinan	0.3
permasalahan	kejujuran	0.27
permasalahan	senyuman	0.21
permasalahan	keajaiban	0.25
permasalahan	paduan	0.15
permasalahan	perlombaan	0.27
permasalahan	perkumpulan	0.21
permasalahan	tautan	0.12
permasalahan	keharusan	0.37
permasalahan	pelukan	0.14
permasalahan	perpisahan	0.26
permasalahan	persidangan	0.3
permasalahan	rumusan	0.5
permasalahan	penyajian	0.31
permasalahan	nyanyian	0.18
permasalahan	kementerian	0.24
permasalahan	perkampungan	0.22
permasalahan	penanda	0.22
permasalahan	pengabdian	0.27
permasalahan	terobosan	0.36
permasalahan	suntikan	0.1
permasalahan	persimpangan	0.28
permasalahan	kritikan	0.43
permasalahan	pertemanan	0.28
permasalahan	kekosongan	0.33
permasalahan	percetakan	0.18
permasalahan	halangan	0.4
permasalahan	kutukan	0.28
permasalahan	perbincangan	0.42
permasalahan	kiriman	0.22
permasalahan	kebodohan	0.36
permasalahan	teriakan	0.21
permasalahan	kejelasan	0.42
permasalahan	pertengkaran	0.44
permasalahan	ajakan	0.25
permasalahan	kemewahan	0.24
permasalahan	pelarian	0.24
permasalahan	anjuran	0.28
permasalahan	pencitraan	0.22
permasalahan	ringkasan	0.3
permasalahan	akhiran	0.08
permasalahan	tontonan	0.2
permasalahan	kerinduan	0.29
permasalahan	jebakan	0.26
permasalahan	pengkhianatan	0.25
permasalahan	garapan	0.34
permasalahan	terusan	0.19
permasalahan	penegasan	0.36
permasalahan	kontrakan	0.23
permasalahan	cerminan	0.38
permasalahan	lompatan	0.17
permasalahan	renungan	0.29
permasalahan	pelataran	0.25
permasalahan	perempatan	0.16
permasalahan	rangkuman	0.37
permasalahan	ketukan	0.23
permasalahan	bisikan	0.25
permasalahan	bungkusan	0.15
permasalahan	kerumitan	0.47
permasalahan	pahatan	0.13
permasalahan	sindiran	0.26
permasalahan	kewajaran	0.3
permasalahan	penantian	0.24
permasalahan	pergelaran	0.2
permasalahan	meteran	0.17
permasalahan	tuturan	0.21
permasalahan	ujaran	0.23
permasalahan	penjepit	0.15
permasalahan	penggaris	0.13
permasalahan	tamparan	0.22
permasalahan	hantaman	0.24
permasalahan	layangan	0.16
permasalahan	gurauan	0.27
permasalahan	kelaziman	0.2
permasalahan	kemustahilan	0.33
permasalahan	penyerah	0.33
pemikiran	ajaran	0.5
pemikiran	permintaan	0.33
pemikiran	kebenaran	0.47
pemikiran	pemahaman	0.63
pemikiran	pernyataan	0.45
pemikiran	kebudayaan	0.53
pemikiran	perjanjian	0.32
pemikiran	campuran	0.31
pemikiran	pertempuran	0.29
pemikiran	pendekatan	0.49
pemikiran	pelatihan	0.35
pemikiran	sebutan	0.22
pemikiran	petunjuk	0.36
pemikiran	ketinggian	0.21
pemikiran	kebaikan	0.41
pemikiran	hukuman	0.28
pemikiran	ujian	0.25
pemikiran	perguruan	0.34
pemikiran	perjuangan	0.48
pemikiran	kejahatan	0.33
pemikiran	masakan	0.36
pemikiran	ketentuan	0.29
pemikiran	kewajiban	0.32
pemikiran	pengelolaan	0.35
pemikiran	kemajuan	0.5
pemikiran	penawaran	0.28
pemikiran	rekaman	0.31
pemikiran	persoalan	0.49
pemikiran	jurusan	0.33
pemikiran	satuan	0.24
pemikiran	peringatan	0.35
pemikiran	kenyataan	0.48
pemikiran	kecelakaan	0.23
pemikiran	ikatan	0.33
pemikiran	kekerasan	0.34
pemikiran	keyakinan	0.6
pemikiran	kesadaran	0.56
pemikiran	tantangan	0.39
pemikiran	panggilan	0.25
pemikiran	gambaran	0.5
pemikiran	pemandangan	0.34
pemikiran	potongan	0.27
pemikiran	ancaman	0.33
pemikiran	rangkaian	0.36
pemikiran	kunjungan	0.26
pemikiran	keberhasilan	0.37
pemikiran	kebebasan	0.44
pemikiran	keindahan	0.36
pemikiran	perbatasan	0.21
pemikiran	pertimbangan	0.52
pemikiran	kebetulan	0.34
pemikiran	persiapan	0.35
pemikiran	harian	0.28
pemikiran	pembicaraan	0.42
pemikiran	ucapan	0.42
pemikiran	pelabuhan	0.2
pemikiran	pertunjukan	0.28
pemikiran	pengadilan	0.26
pemikiran	lukisan	0.28
pemikiran	tuntutan	0.42
pemikiran	pelanggaran	0.29
pemikiran	gagasan	0.72
pemikiran	pesanan	0.26
pemikiran	penemuan	0.46
pemikiran	jaminan	0.28
pemikiran	perkebunan	0.23
pemikiran	lingkaran	0.34
pemikiran	daratan	0.26
pemikiran	kekalahan	0.31
pemikiran	pergerakan	0.46
pemikiran	percobaan	0.31
pemikiran	peradaban	0.51
pemikiran	kegagalan	0.34
pemikiran	perayaan	0.31
pemikiran	perkawinan	0.29
pemikiran	perekonomian	0.38
pemikiran	pengakuan	0.4
pemikiran	kajian	0.56
pemikiran	kesuksesan	0.37
pemikiran	dataran	0.28
pemikiran	persamaan	0.4
pemikiran	tinjauan	0.27
pemikiran	kesepakatan	0.37
pemikiran	perumahan	0.25
pemikiran	penutup	0.24
pemikiran	pemberontakan	0.35
pemikiran	pengajaran	0.47
pemikiran	kebahagiaan	0.35
pemikiran	susunan	0.37
pemikiran	kebakaran	0.18
pemikiran	undangan	0.28
pemikiran	kesimpulan	0.49
pemikiran	panduan	0.35
pemikiran	tahapan	0.38
pemikiran	larutan	0.22
pemikiran	angkutan	0.24
pemikiran	pengukuran	0.3
pemikiran	dugaan	0.34
pemikiran	keadilan	0.35
pemikiran	pameran	0.25
pemikiran	permohonan	0.29
pemikiran	keseimbangan	0.34
pemikiran	perlawanan	0.39
pemikiran	pengumuman	0.27
pemikiran	kemasan	0.26
pemikiran	persahabatan	0.34
pemikiran	tawaran	0.31
pemikiran	pencapaian	0.36
pemikiran	acuan	0.38
pemikiran	kehormatan	0.22
pemikiran	muatan	0.35
pemikiran	percakapan	0.37
pemikiran	ungkapan	0.43
pemikiran	kenangan	0.35
pemikiran	mainan	0.24
pemikiran	rancangan	0.42
pemikiran	karangan	0.4
pemikiran	dorongan	0.45
pemikiran	batasan	0.37
pemikiran	bayangan	0.37
pemikiran	tarian	0.27
pemikiran	pertarungan	0.33
pemikiran	usulan	0.44
pemikiran	ledakan	0.32
pemikiran	pengembang	0.29
pemikiran	pembuka	0.28
pemikiran	penerbit	0.28
pemikiran	ingatan	0.46
pemikiran	hiasan	0.24
pemikiran	permulaan	0.32
pemikiran	balasan	0.3
pemikiran	pemecahan	0.45
pemikiran	tuduhan	0.35
pemikiran	penerbitan	0.33
pemikiran	perdebatan	0.45
pemikiran	tembakan	0.27
pemikiran	keberanian	0.41
pemikiran	ciuman	0.24
pemikiran	anggapan	0.52
pemikiran	perhiasan	0.21
pemikiran	pukulan	0.35
pemikiran	kutipan	0.4
pemikiran	kepastian	0.34
pemikiran	kebanggaan	0.34
pemikiran	permukiman	0.27
pemikiran	hunian	0.25
pemikiran	kejutan	0.32
pemikiran	tayangan	0.3
pemikiran	pengantar	0.31
pemikiran	kuburan	0.25
pemikiran	pengorbanan	0.37
pemikiran	pangkalan	0.24
pemikiran	lembaran	0.31
pemikiran	tendangan	0.3
pemikiran	perpaduan	0.39
pemikiran	kesedihan	0.35
pemikiran	jalinan	0.33
pemikiran	kejujuran	0.31
pemikiran	senyuman	0.27
pemikiran	keajaiban	0.32
pemikiran	paduan	0.21
pemikiran	perlombaan	0.21
pemikiran	perkumpulan	0.3
pemikiran	tautan	0.16
pemikiran	keharusan	0.33
pemikiran	pelukan	0.22
pemikiran	perpisahan	0.25
pemikiran	persidangan	0.29
pemikiran	rumusan	0.45
pemikiran	penyajian	0.35
pemikiran	nyanyian	0.31
pemikiran	kementerian	0.22
pemikiran	perkampungan	0.27
pemikiran	penanda	0.26
pemikiran	pengabdian	0.37
pemikiran	terobosan	0.39
pemikiran	suntikan	0.17
pemikiran	persimpangan	0.35
pemikiran	kritikan	0.46
pemikiran	pertemanan	0.34
pemikiran	kekosongan	0.33
pemikiran	percetakan	0.23
pemikiran	halangan	0.28
pemikiran	kutukan	0.26
pemikiran	perbincangan	0.43
pemikiran	kiriman	0.22
pemikiran	kebodohan	0.44
pemikiran	teriakan	0.3
pemikiran	kejelasan	0.37
pemikiran	pertengkaran	0.29
pemikiran	ajakan	0.36
pemikiran	kemewahan	0.26
pemikiran	pelarian	0.32
pemikiran	anjuran	0.3
pemikiran	pencitraan	0.37
pemikiran	ringkasan	0.43
pemikiran	akhiran	0.13
pemikiran	tontonan	0.29
pemikiran	kerinduan	0.34
pemikiran	jebakan	0.29
pemikiran	pengkhianatan	0.3
pemikiran	garapan	0.27
pemikiran	terusan	0.26
pemikiran	penegasan	0.4
pemikiran	kontrakan	0.23
pemikiran	cerminan	0.48
pemikiran	lompatan	0.35
pemikiran	renungan	0.47
pemikiran	pelataran	0.24
pemikiran	perempatan	0.23
pemikiran	rangkuman	0.36
pemikiran	ketukan	0.27
pemikiran	bisikan	0.33
pemikiran	bungkusan	0.21
pemikiran	kerumitan	0.35
pemikiran	pahatan	0.28
pemikiran	sindiran	0.29
pemikiran	kewajaran	0.31
pemikiran	penantian	0.28
pemikiran	pergelaran	0.19
pemikiran	meteran	0.17
pemikiran	tuturan	0.27
pemikiran	ujaran	0.34
pemikiran	penjepit	0.16
pemikiran	penggaris	0.17
pemikiran	tamparan	0.31
pemikiran	hantaman	0.28
pemikiran	layangan	0.19
pemikiran	gurauan	0.25
pemikiran	kelaziman	0.35
pemikiran	kemustahilan	0.33
pemikiran	penyerah	0.35
ajaran	permintaan	0.22
ajaran	kebenaran	0.51
ajaran	pemahaman	0.5
ajaran	pernyataan	0.38
ajaran	kebudayaan	0.42
ajaran	perjanjian	0.36
ajaran	campuran	0.3
ajaran	pertempuran	0.2
ajaran	pendekatan	0.38
ajaran	pelatihan	0.34
ajaran	sebutan	0.21
ajaran	petunjuk	0.39
ajaran	ketinggian	0.15
ajaran	kebaikan	0.4
ajaran	hukuman	0.35
ajaran	ujian	0.4
ajaran	perguruan	0.32
ajaran	perjuangan	0.31
ajaran	kejahatan	0.34
ajaran	masakan	0.3
ajaran	ketentuan	0.39
ajaran	kewajiban	0.35
ajaran	pengelolaan	0.29
ajaran	kemajuan	0.31
ajaran	penawaran	0.23
ajaran	rekaman	0.24
ajaran	persoalan	0.33
ajaran	jurusan	0.34
ajaran	satuan	0.21
ajaran	peringatan	0.32
ajaran	kenyataan	0.36
ajaran	kecelakaan	0.18
ajaran	ikatan	0.29
ajaran	kekerasan	0.34
ajaran	keyakinan	0.49
ajaran	kesadaran	0.34
ajaran	tantangan	0.26
ajaran	panggilan	0.21
ajaran	gambaran	0.36
ajaran	pemandangan	0.21
ajaran	potongan	0.23
ajaran	ancaman	0.29
ajaran	rangkaian	0.3
ajaran	kunjungan	0.25
ajaran	keberhasilan	0.28
ajaran	kebebasan	0.32
ajaran	keindahan	0.29
ajaran	perbatasan	0.14
ajaran	pertimbangan	0.26
ajaran	kebetulan	0.23
ajaran	persiapan	0.31
ajaran	harian	0.25
ajaran	pembicaraan	0.33
ajaran	ucapan	0.34
ajaran	pelabuhan	0.17
ajaran	pertunjukan	0.3
ajaran	pengadilan	0.25
ajaran	lukisan	0.28
ajaran	tuntutan	0.33
ajaran	pelanggaran	0.31
ajaran	gagasan	0.41
ajaran	pesanan	0.21
ajaran	penemuan	0.27
ajaran	jaminan	0.21
ajaran	perkebunan	0.17
ajaran	lingkaran	0.22
ajaran	daratan	0.24
ajaran	kekalahan	0.21
ajaran	pergerakan	0.25
ajaran	percobaan	0.25
ajaran	peradaban	0.36
ajaran	kegagalan	0.23
ajaran	perayaan	0.38
ajaran	perkawinan	0.34
ajaran	perekonomian	0.24
ajaran	pengakuan	0.3
ajaran	kajian	0.38
ajaran	kesuksesan	0.23
ajaran	dataran	0.16
ajaran	persamaan	0.28
ajaran	tinjauan	0.18
ajaran	kesepakatan	0.32
ajaran	perumahan	0.18
ajaran	penutup	0.23
ajaran	pemberontakan	0.32
ajaran	pengajaran	0.6
ajaran	kebahagiaan	0.31
ajaran	susunan	0.27
ajaran	kebakaran	0.22
ajaran	undangan	0.26
ajaran	kesimpulan	0.33
ajaran	panduan	0.35
ajaran	tahapan	0.29
ajaran	larutan	0.23
ajaran	angkutan	0.23
ajaran	pengukuran	0.18
ajaran	dugaan	0.27
ajaran	keadilan	0.29
ajaran	pameran	0.22
ajaran	permohonan	0.27
ajaran	keseimbangan	0.22
ajaran	perlawanan	0.29
ajaran	pengumuman	0.29
ajaran	kemasan	0.26
ajaran	persahabatan	0.31
ajaran	tawaran	0.28
ajaran	pencapaian	0.26
ajaran	acuan	0.28
ajaran	kehormatan	0.21
ajaran	muatan	0.32
ajaran	percakapan	0.29
ajaran	ungkapan	0.31
ajaran	kenangan	0.2
ajaran	mainan	0.17
ajaran	rancangan	0.3
ajaran	karangan	0.32
ajaran	dorongan	0.25
ajaran	batasan	0.24
ajaran	bayangan	0.19
ajaran	tarian	0.34
ajaran	pertarungan	0.25
ajaran	usulan	0.28
ajaran	ledakan	0.2
ajaran	pengembang	0.17
ajaran	pembuka	0.23
ajaran	penerbit	0.18
ajaran	ingatan	0.22
ajaran	hiasan	0.23
ajaran	permulaan	0.33
ajaran	balasan	0.2
ajaran	pemecahan	0.23
ajaran	tuduhan	0.36
ajaran	penerbitan	0.25
ajaran	perdebatan	0.28
ajaran	tembakan	0.16
ajaran	keberanian	0.21
ajaran	ciuman	0.23
ajaran	anggapan	0.4
ajaran	perhiasan	0.2
ajaran	pukulan	0.25
ajaran	kutipan	0.33
ajaran	kepastian	0.26
ajaran	kebanggaan	0.19
ajaran	permukiman	0.18
ajaran	hunian	0.17
ajaran	kejutan	0.18
ajaran	tayangan	0.35
ajaran	pengantar	0.27
ajaran	kuburan	0.19
ajaran	pengorbanan	0.25
ajaran	pangkalan	0.21
ajaran	lembaran	0.31
ajaran	tendangan	0.18
ajaran	perpaduan	0.31
ajaran	kesedihan	0.21
ajaran	jalinan	0.27
ajaran	kejujuran	0.31
ajaran	senyuman	0.19
ajaran	keajaiban	0.23
ajaran	paduan	0.27
ajaran	perlombaan	0.25
ajaran	perkumpulan	0.25
ajaran	tautan	0.17
ajaran	keharusan	0.27
ajaran	pelukan	0.17
ajaran	perpisahan	0.27
ajaran	persidangan	0.24
ajaran	rumusan	0.36
ajaran	penyajian	0.31
ajaran	nyanyian	0.32
ajaran	kementerian	0.22
ajaran	perkampungan	0.21
ajaran	penanda	0.09
ajaran	pengabdian	0.34
ajaran	terobosan	0.21
ajaran	suntikan	0.19
ajaran	persimpangan	0.21
ajaran	kritikan	0.29
ajaran	pertemanan	0.19
ajaran	kekosongan	0.28
ajaran	percetakan	0.18
ajaran	halangan	0.18
ajaran	kutukan	0.3
ajaran	perbincangan	0.28
ajaran	kiriman	0.21
ajaran	kebodohan	0.34
ajaran	teriakan	0.14
ajaran	kejelasan	0.25
ajaran	pertengkaran	0.21
ajaran	ajakan	0.34
ajaran	kemewahan	0.29
ajaran	pelarian	0.23
ajaran	anjuran	0.39
ajaran	pencitraan	0.23
ajaran	ringkasan	0.32
ajaran	akhiran	0.12
ajaran	tontonan	0.24
ajaran	kerinduan	0.23
ajaran	jebakan	0.18
ajaran	pengkhianatan	0.26
ajaran	garapan	0.16
ajaran	terusan	0.16
ajaran	penegasan	0.36
ajaran	kontrakan	0.15
ajaran	cerminan	0.33
ajaran	lompatan	0.19
ajaran	renungan	0.37
ajaran	pelataran	0.16
ajaran	perempatan	0.19
ajaran	rangkuman	0.35
ajaran	ketukan	0.17
ajaran	bisikan	0.28
ajaran	bungkusan	0.24
ajaran	kerumitan	0.15
ajaran	pahatan	0.21
ajaran	sindiran	0.22
ajaran	kewajaran	0.25
ajaran	penantian	0.22
ajaran	pergelaran	0.25
ajaran	meteran	0.09
ajaran	tuturan	0.24
ajaran	ujaran	0.29
ajaran	penjepit	0.11
ajaran	penggaris	0.13
ajaran	tamparan	0.2
ajaran	hantaman	0.23
ajaran	layangan	0.12
ajaran	gurauan	0.19
ajaran	kelaziman	0.22
ajaran	kemustahilan	0.22
ajaran	penyerah	0.27
permintaan	kebenaran	0.27
permintaan	pemahaman	0.33
permintaan	pernyataan	0.47
permintaan	kebudayaan	0.21
permintaan	perjanjian	0.39
permintaan	campuran	0.23
permintaan	pertempuran	0.18
permintaan	pendekatan	0.31
permintaan	pelatihan	0.34
permintaan	sebutan	0.21
permintaan	petunjuk	0.36
permintaan	ketinggian	0.19
permintaan	kebaikan	0.29
permintaan	hukuman	0.27
permintaan	ujian	0.22
permintaan	perguruan	0.25
permintaan	perjuangan	0.19
permintaan	kejahatan	0.3
permintaan	masakan	0.29
permintaan	ketentuan	0.4
permintaan	kewajiban	0.34
permintaan	pengelolaan	0.27
permintaan	kemajuan	0.34
permintaan	penawaran	0.61
permintaan	rekaman	0.34
permintaan	persoalan	0.31
permintaan	jurusan	0.27
permintaan	satuan	0.26
permintaan	peringatan	0.33
permintaan	kenyataan	0.41
permintaan	kecelakaan	0.23
permintaan	ikatan	0.24
permintaan	kekerasan	0.24
permintaan	keyakinan	0.32
permintaan	kesadaran	0.31
permintaan	tantangan	0.38
permintaan	panggilan	0.38
permintaan	gambaran	0.32
permintaan	pemandangan	0.22
permintaan	potongan	0.33
permintaan	ancaman	0.38
permintaan	rangkaian	0.27
permintaan	kunjungan	0.43
permintaan	keberhasilan	0.28
permintaan	kebebasan	0.27
permintaan	keindahan	0.23
permintaan	perbatasan	0.26
permintaan	pertimbangan	0.44
permintaan	kebetulan	0.25
permintaan	persiapan	0.29
permintaan	harian	0.26
permintaan	pembicaraan	0.35
permintaan	ucapan	0.38
permintaan	pelabuhan	0.23
permintaan	pertunjukan	0.27
permintaan	pengadilan	0.34
permintaan	lukisan	0.24
permintaan	tuntutan	0.59
permintaan	pelanggaran	0.36
permintaan	gagasan	0.35
permintaan	pesanan	0.5
permintaan	penemuan	0.28
permintaan	jaminan	0.36
permintaan	perkebunan	0.25
permintaan	lingkaran	0.21
permintaan	daratan	0.25
permintaan	kekalahan	0.27
permintaan	pergerakan	0.33
permintaan	percobaan	0.25
permintaan	peradaban	0.16
permintaan	kegagalan	0.29
permintaan	perayaan	0.24
permintaan	perkawinan	0.24
permintaan	perekonomian	0.32
permintaan	pengakuan	0.41
permintaan	kajian	0.31
permintaan	kesuksesan	0.25
permintaan	dataran	0.21
permintaan	persamaan	0.26
permintaan	tinjauan	0.21
permintaan	kesepakatan	0.38
permintaan	perumahan	0.29
permintaan	penutup	0.23
permintaan	pemberontakan	0.25
permintaan	pengajaran	0.28
permintaan	kebahagiaan	0.2
permintaan	susunan	0.28
permintaan	kebakaran	0.26
permintaan	undangan	0.44
permintaan	kesimpulan	0.29
permintaan	panduan	0.25
permintaan	tahapan	0.26
permintaan	larutan	0.15
permintaan	angkutan	0.31
permintaan	pengukuran	0.26
permintaan	dugaan	0.33
permintaan	keadilan	0.28
permintaan	pameran	0.29
permintaan	permohonan	0.59
permintaan	keseimbangan	0.3
permintaan	perlawanan	0.3
permintaan	pengumuman	0.37
permintaan	kemasan	0.24
permintaan	persahabatan	0.21
permintaan	tawaran	0.54
permintaan	pencapaian	0.28
permintaan	acuan	0.23
permintaan	kehormatan	0.26
permintaan	muatan	0.28
permintaan	percakapan	0.33
permintaan	ungkapan	0.33
permintaan	kenangan	0.22
permintaan	mainan	0.26
permintaan	rancangan	0.37
permintaan	karangan	0.26
permintaan	dorongan	0.48
permintaan	batasan	0.37
permintaan	bayangan	0.23
permintaan	tarian	0.25
permintaan	pertarungan	0.19
permintaan	usulan	0.52
permintaan	ledakan	0.27
permintaan	pengembang	0.32
permintaan	pembuka	0.22
permintaan	penerbit	0.29
permintaan	ingatan	0.27
permintaan	hiasan	0.22
permintaan	permulaan	0.22
permintaan	balasan	0.43
permintaan	pemecahan	0.27
permintaan	tuduhan	0.35
permintaan	penerbitan	0.31
permintaan	perdebatan	0.24
permintaan	tembakan	0.22
permintaan	keberanian	0.28
permintaan	ciuman	0.23
permintaan	anggapan	0.37
permintaan	perhiasan	0.25
permintaan	pukulan	0.24
permintaan	kutipan	0.29
permintaan	kepastian	0.36
permintaan	kebanggaan	0.22
permintaan	permukiman	0.25
permintaan	hunian	0.27
permintaan	kejutan	0.3
permintaan	tayangan	0.23
permintaan	pengantar	0.32
permintaan	kuburan	0.21
permintaan	pengorbanan	0.34
permintaan	pangkalan	0.24
permintaan	lembaran	0.22
permintaan	tendangan	0.21
permintaan	perpaduan	0.2
permintaan	kesedihan	0.26
permintaan	jalinan	0.19
permintaan	kejujuran	0.19
permintaan	senyuman	0.21
permintaan	keajaiban	0.25
permintaan	paduan	0.16
permintaan	perlombaan	0.18
permintaan	perkumpulan	0.22
permintaan	tautan	0.22
permintaan	keharusan	0.34
permintaan	pelukan	0.22
permintaan	perpisahan	0.31
permintaan	persidangan	0.28
permintaan	rumusan	0.25
permintaan	penyajian	0.27
permintaan	nyanyian	0.2
permintaan	kementerian	0.26
permintaan	perkampungan	0.23
permintaan	penanda	0.18
permintaan	pengabdian	0.29
permintaan	terobosan	0.25
permintaan	suntikan	0.17
permintaan	persimpangan	0.22
permintaan	kritikan	0.37
permintaan	pertemanan	0.32
permintaan	kekosongan	0.3
permintaan	percetakan	0.26
permintaan	halangan	0.29
permintaan	kutukan	0.27
permintaan	perbincangan	0.3
permintaan	kiriman	0.41
permintaan	kebodohan	0.18
permintaan	teriakan	0.3
permintaan	kejelasan	0.32
permintaan	pertengkaran	0.22
permintaan	ajakan	0.45
permintaan	kemewahan	0.25
permintaan	pelarian	0.22
permintaan	anjuran	0.42
permintaan	pencitraan	0.24
permintaan	ringkasan	0.31
permintaan	akhiran	0.12
permintaan	tontonan	0.18
permintaan	kerinduan	0.36
permintaan	jebakan	0.21
permintaan	pengkhianatan	0.21
permintaan	garapan	0.23
permintaan	terusan	0.22
permintaan	penegasan	0.32
permintaan	kontrakan	0.2
permintaan	cerminan	0.25
permintaan	lompatan	0.2
permintaan	renungan	0.18
permintaan	pelataran	0.17
permintaan	perempatan	0.19
permintaan	rangkuman	0.23
permintaan	ketukan	0.24
permintaan	bisikan	0.31
permintaan	bungkusan	0.22
permintaan	kerumitan	0.32
permintaan	pahatan	0.21
permintaan	sindiran	0.26
permintaan	kewajaran	0.3
permintaan	penantian	0.22
permintaan	pergelaran	0.25
permintaan	meteran	0.22
permintaan	tuturan	0.26
permintaan	ujaran	0.26
permintaan	penjepit	0.21
permintaan	penggaris	0.15
permintaan	tamparan	0.19
permintaan	hantaman	0.23
permintaan	layangan	0.25
permintaan	gurauan	0.25
permintaan	kelaziman	0.28
permintaan	kemustahilan	0.24
permintaan	penyerah	0.4
kebenaran	pemahaman	0.5
kebenaran	pernyataan	0.48
kebenaran	kebudayaan	0.35
kebenaran	perjanjian	0.28
kebenaran	campuran	0.25
kebenaran	pertempuran	0.27
kebenaran	pendekatan	0.34
kebenaran	pelatihan	0.22
kebenaran	sebutan	0.13
kebenaran	petunjuk	0.45
kebenaran	ketinggian	0.26
kebenaran	kebaikan	0.57
kebenaran	hukuman	0.28
kebenaran	ujian	0.29
kebenaran	perguruan	0.23
kebenaran	perjuangan	0.39
kebenaran	kejahatan	0.42
kebenaran	masakan	0.26
kebenaran	ketentuan	0.34
kebenaran	kewajiban	0.36
kebenaran	pengelolaan	0.24
kebenaran	kemajuan	0.41
kebenaran	penawaran	0.27
kebenaran	rekaman	0.29
kebenaran	persoalan	0.39
kebenaran	jurusan	0.19
kebenaran	satuan	0.2
kebenaran	peringatan	0.31
kebenaran	kenyataan	0.52
kebenaran	kecelakaan	0.24
kebenaran	ikatan	0.23
kebenaran	kekerasan	0.33
kebenaran	keyakinan	0.58
kebenaran	kesadaran	0.44
kebenaran	tantangan	0.32
kebenaran	panggilan	0.25
kebenaran	gambaran	0.38
kebenaran	pemandangan	0.25
kebenaran	potongan	0.21
kebenaran	ancaman	0.31
kebenaran	rangkaian	0.25
kebenaran	kunjungan	0.18
kebenaran	keberhasilan	0.41
kebenaran	kebebasan	0.43
kebenaran	keindahan	0.43
kebenaran	perbatasan	0.23
kebenaran	pertimbangan	0.32
kebenaran	kebetulan	0.25
kebenaran	persiapan	0.25
kebenaran	harian	0.23
kebenaran	pembicaraan	0.29
kebenaran	ucapan	0.35
kebenaran	pelabuhan	0.19
kebenaran	pertunjukan	0.21
kebenaran	pengadilan	0.34
kebenaran	lukisan	0.19
kebenaran	tuntutan	0.35
kebenaran	pelanggaran	0.35
kebenaran	gagasan	0.47
kebenaran	pesanan	0.2
kebenaran	penemuan	0.43
kebenaran	jaminan	0.38
kebenaran	perkebunan	0.17
kebenaran	lingkaran	0.27
kebenaran	daratan	0.2
kebenaran	kekalahan	0.33
kebenaran	pergerakan	0.26
kebenaran	percobaan	0.29
kebenaran	peradaban	0.36
kebenaran	kegagalan	0.32
kebenaran	perayaan	0.25
kebenaran	perkawinan	0.24
kebenaran	perekonomian	0.21
kebenaran	pengakuan	0.41
kebenaran	kajian	0.33
kebenaran	kesuksesan	0.36
kebenaran	dataran	0.22
kebenaran	persamaan	0.37
kebenaran	tinjauan	0.22
kebenaran	kesepakatan	0.33
kebenaran	perumahan	0.13
kebenaran	penutup	0.24
kebenaran	pemberontakan	0.28
kebenaran	pengajaran	0.42
kebenaran	kebahagiaan	0.46
kebenaran	susunan	0.27
kebenaran	kebakaran	0.21
kebenaran	undangan	0.24
kebenaran	kesimpulan	0.43
kebenaran	panduan	0.3
kebenaran	tahapan	0.28
kebenaran	larutan	0.21
kebenaran	angkutan	0.19
kebenaran	pengukuran	0.32
kebenaran	dugaan	0.37
kebenaran	keadilan	0.59
kebenaran	pameran	0.15
kebenaran	permohonan	0.28
kebenaran	keseimbangan	0.34
kebenaran	perlawanan	0.33
kebenaran	pengumuman	0.29
kebenaran	kemasan	0.23
kebenaran	persahabatan	0.36
kebenaran	tawaran	0.31
kebenaran	pencapaian	0.31
kebenaran	acuan	0.33
kebenaran	kehormatan	0.36
kebenaran	muatan	0.31
kebenaran	percakapan	0.3
kebenaran	ungkapan	0.34
kebenaran	kenangan	0.22
kebenaran	mainan	0.15
kebenaran	rancangan	0.26
kebenaran	karangan	0.29
kebenaran	dorongan	0.31
kebenaran	batasan	0.28
kebenaran	bayangan	0.31
kebenaran	tarian	0.22
kebenaran	pertarungan	0.3
kebenaran	usulan	0.31
kebenaran	ledakan	0.22
kebenaran	pengembang	0.21
kebenaran	pembuka	0.23
kebenaran	penerbit	0.24
kebenaran	ingatan	0.28
kebenaran	hiasan	0.18
kebenaran	permulaan	0.34
kebenaran	balasan	0.31
kebenaran	pemecahan	0.33
kebenaran	tuduhan	0.4
kebenaran	penerbitan	0.28
kebenaran	perdebatan	0.35
kebenaran	tembakan	0.2
kebenaran	keberanian	0.44
kebenaran	ciuman	0.2
kebenaran	anggapan	0.42
kebenaran	perhiasan	0.2
kebenaran	pukulan	0.22
kebenaran	kutipan	0.36
kebenaran	kepastian	0.55
kebenaran	kebanggaan	0.3
kebenaran	permukiman	0.12
kebenaran	hunian	0.19
kebenaran	kejutan	0.21
kebenaran	tayangan	0.27
kebenaran	pengantar	0.25
kebenaran	kuburan	0.22
kebenaran	pengorbanan	0.33
kebenaran	pangkalan	0.2
kebenaran	lembaran	0.3
kebenaran	tendangan	0.15
kebenaran	perpaduan	0.22
kebenaran	kesedihan	0.31
kebenaran	jalinan	0.25
