noun_w_ekor_noaffix1	noun_w_ekor_noaffix2	cossim
simpanse	tongeret	0.2
pejantan	tupai	0.19
pejantan	orangutan	0.32
pejantan	ngengat	0.32
pejantan	tokek	0.28
pejantan	garuda	0.19
pejantan	musang	0.27
pejantan	keong	0.08
pejantan	kalkun	0.3
pejantan	cicak	0.17
pejantan	gorila	0.27
pejantan	patin	0.26
pejantan	tungau	0.27
pejantan	biawak	0.23
pejantan	pipit	0.18
pejantan	semur	0.12
pejantan	mencit	0.35
pejantan	bunglon	0.2
pejantan	belatung	0.2
pejantan	kancil	0.14
pejantan	kobra	0.2
pejantan	kupu	0.21
pejantan	kerapu	0.26
pejantan	beo	0.27
pejantan	kecoak	0.28
pejantan	cecak	0.21
pejantan	sanca	0.18
pejantan	lutung	0.29
pejantan	rajungan	0.21
pejantan	nuri	0.18
pejantan	iguana	0.32
pejantan	lipan	0.17
pejantan	celeng	0.25
pejantan	wader	0.2
pejantan	beruk	0.27
pejantan	marmut	0.3
pejantan	laron	0.29
pejantan	insekta	0.23
pejantan	cenderawasih	0.25
pejantan	kutilang	0.31
pejantan	kelomang	0.29
pejantan	pedet	0.42
pejantan	lipas	0.28
pejantan	cemani	0.34
pejantan	bonobo	0.36
pejantan	tonggeret	0.24
pejantan	gazelle	0.25
pejantan	tedong	0.21
pejantan	pekatik	0.37
pejantan	tongeret	0.26
tupai	orangutan	0.31
tupai	ngengat	0.24
tupai	tokek	0.33
tupai	garuda	0.2
tupai	musang	0.45
tupai	keong	0.25
tupai	kalkun	0.39
tupai	cicak	0.33
tupai	gorila	0.32
tupai	patin	0.2
tupai	tungau	0.3
tupai	biawak	0.41
tupai	pipit	0.36
tupai	semur	0.22
tupai	mencit	0.31
tupai	bunglon	0.37
tupai	belatung	0.24
tupai	kancil	0.36
tupai	kobra	0.25
tupai	kupu	0.2
tupai	kerapu	0.24
tupai	beo	0.31
tupai	kecoak	0.32
tupai	cecak	0.35
tupai	sanca	0.26
tupai	lutung	0.38
tupai	rajungan	0.16
tupai	nuri	0.36
tupai	iguana	0.43
tupai	lipan	0.34
tupai	celeng	0.38
tupai	wader	0.28
tupai	beruk	0.39
tupai	marmut	0.51
tupai	laron	0.23
tupai	insekta	0.21
tupai	cenderawasih	0.34
tupai	kutilang	0.31
tupai	kelomang	0.3
tupai	pedet	0.16
tupai	lipas	0.37
tupai	cemani	0.25
tupai	bonobo	0.26
tupai	tonggeret	0.34
tupai	gazelle	0.3
tupai	tedong	0.31
tupai	pekatik	0.24
tupai	tongeret	0.29
orangutan	ngengat	0.26
orangutan	tokek	0.23
orangutan	garuda	0.14
orangutan	musang	0.37
orangutan	keong	0.12
orangutan	kalkun	0.27
orangutan	cicak	0.22
orangutan	gorila	0.49
orangutan	patin	0.3
orangutan	tungau	0.21
orangutan	biawak	0.34
orangutan	pipit	0.24
orangutan	semur	0.11
orangutan	mencit	0.25
orangutan	bunglon	0.31
orangutan	belatung	0.2
orangutan	kancil	0.25
orangutan	kobra	0.21
orangutan	kupu	0.2
orangutan	kerapu	0.2
orangutan	beo	0.3
orangutan	kecoak	0.19
orangutan	cecak	0.23
orangutan	sanca	0.32
orangutan	lutung	0.41
orangutan	rajungan	0.23
orangutan	nuri	0.24
orangutan	iguana	0.31
orangutan	lipan	0.24
orangutan	celeng	0.27
orangutan	wader	0.19
orangutan	beruk	0.33
orangutan	marmut	0.28
orangutan	laron	0.13
orangutan	insekta	0.22
orangutan	cenderawasih	0.29
orangutan	kutilang	0.26
orangutan	kelomang	0.3
orangutan	pedet	0.29
orangutan	lipas	0.22
orangutan	cemani	0.22
orangutan	bonobo	0.38
orangutan	tonggeret	0.22
orangutan	gazelle	0.25
orangutan	tedong	0.25
orangutan	pekatik	0.22
orangutan	tongeret	0.19
ngengat	tokek	0.27
ngengat	garuda	0.17
ngengat	musang	0.25
ngengat	keong	0.21
ngengat	kalkun	0.22
ngengat	cicak	0.28
ngengat	gorila	0.24
ngengat	patin	0.18
ngengat	tungau	0.43
ngengat	biawak	0.23
ngengat	pipit	0.28
ngengat	semur	0.17
ngengat	mencit	0.15
ngengat	bunglon	0.24
ngengat	belatung	0.23
ngengat	kancil	0.17
ngengat	kobra	0.25
ngengat	kupu	0.37
ngengat	kerapu	0.21
ngengat	beo	0.14
ngengat	kecoak	0.34
ngengat	cecak	0.32
ngengat	sanca	0.25
ngengat	lutung	0.22
ngengat	rajungan	0.2
ngengat	nuri	0.22
ngengat	iguana	0.25
ngengat	lipan	0.33
ngengat	celeng	0.21
ngengat	wader	0.22
ngengat	beruk	0.23
ngengat	marmut	0.2
ngengat	laron	0.47
ngengat	insekta	0.41
ngengat	cenderawasih	0.18
ngengat	kutilang	0.25
ngengat	kelomang	0.21
ngengat	pedet	0.14
ngengat	lipas	0.34
ngengat	cemani	0.14
ngengat	bonobo	0.12
ngengat	tonggeret	0.43
ngengat	gazelle	0.17
ngengat	tedong	0.16
ngengat	pekatik	0.2
ngengat	tongeret	0.29
tokek	garuda	0.16
tokek	musang	0.32
tokek	keong	0.26
tokek	kalkun	0.3
tokek	cicak	0.49
tokek	gorila	0.28
tokek	patin	0.2
tokek	tungau	0.31
tokek	biawak	0.45
tokek	pipit	0.26
tokek	semur	0.2
tokek	mencit	0.26
tokek	bunglon	0.38
tokek	belatung	0.16
tokek	kancil	0.3
tokek	kobra	0.33
tokek	kupu	0.19
tokek	kerapu	0.27
tokek	beo	0.32
tokek	kecoak	0.26
tokek	cecak	0.42
tokek	sanca	0.34
tokek	lutung	0.29
tokek	rajungan	0.28
tokek	nuri	0.33
tokek	iguana	0.39
tokek	lipan	0.32
tokek	celeng	0.29
tokek	wader	0.32
tokek	beruk	0.32
tokek	marmut	0.37
tokek	laron	0.22
tokek	insekta	0.24
tokek	cenderawasih	0.27
tokek	kutilang	0.37
tokek	kelomang	0.33
tokek	pedet	0.19
tokek	lipas	0.32
tokek	cemani	0.36
tokek	bonobo	0.17
tokek	tonggeret	0.31
tokek	gazelle	0.27
tokek	tedong	0.24
tokek	pekatik	0.23
tokek	tongeret	0.34
garuda	musang	0.24
garuda	keong	0.21
garuda	kalkun	0.16
garuda	cicak	0.26
garuda	gorila	0.2
garuda	patin	0.2
garuda	tungau	0.07
garuda	biawak	0.24
garuda	pipit	0.34
garuda	semur	0.15
garuda	mencit	0.12
garuda	bunglon	0.18
garuda	belatung	0.11
garuda	kancil	0.31
garuda	kobra	0.28
garuda	kupu	0.34
garuda	kerapu	0.15
garuda	beo	0.21
garuda	kecoak	0.18
garuda	cecak	0.25
garuda	sanca	0.24
garuda	lutung	0.24
garuda	rajungan	0.14
garuda	nuri	0.36
garuda	iguana	0.23
garuda	lipan	0.29
garuda	celeng	0.22
garuda	wader	0.2
garuda	beruk	0.21
garuda	marmut	0.17
garuda	laron	0.22
garuda	insekta	0.18
garuda	cenderawasih	0.37
garuda	kutilang	0.35
garuda	kelomang	0.15
garuda	pedet	0.15
garuda	lipas	0.28
garuda	cemani	0.23
garuda	bonobo	0.13
garuda	tonggeret	0.22
garuda	gazelle	0.21
garuda	tedong	0.23
garuda	pekatik	0.27
garuda	tongeret	0.16
musang	keong	0.22
musang	kalkun	0.3
musang	cicak	0.39
musang	gorila	0.28
musang	patin	0.23
musang	tungau	0.31
musang	biawak	0.43
musang	pipit	0.3
musang	semur	0.23
musang	mencit	0.29
musang	bunglon	0.38
musang	belatung	0.22
musang	kancil	0.43
musang	kobra	0.31
musang	kupu	0.23
musang	kerapu	0.25
musang	beo	0.28
musang	kecoak	0.31
musang	cecak	0.32
musang	sanca	0.31
musang	lutung	0.41
musang	rajungan	0.21
musang	nuri	0.32
musang	iguana	0.35
musang	lipan	0.39
musang	celeng	0.41
musang	wader	0.3
musang	beruk	0.36
musang	marmut	0.43
musang	laron	0.29
musang	insekta	0.28
musang	cenderawasih	0.32
musang	kutilang	0.33
musang	kelomang	0.32
musang	pedet	0.2
musang	lipas	0.4
musang	cemani	0.28
musang	bonobo	0.31
musang	tonggeret	0.33
musang	gazelle	0.29
musang	tedong	0.32
musang	pekatik	0.34
musang	tongeret	0.29
keong	kalkun	0.17
keong	cicak	0.32
keong	gorila	0.13
keong	patin	0.29
keong	tungau	0.25
keong	biawak	0.29
keong	pipit	0.2
keong	semur	0.22
keong	mencit	0.17
keong	bunglon	0.2
keong	belatung	0.27
keong	kancil	0.29
keong	kobra	0.28
keong	kupu	0.32
keong	kerapu	0.35
keong	beo	0.18
keong	kecoak	0.31
keong	cecak	0.38
keong	sanca	0.26
keong	lutung	0.18
keong	rajungan	0.28
keong	nuri	0.21
keong	iguana	0.27
keong	lipan	0.33
keong	celeng	0.34
keong	wader	0.32
keong	beruk	0.22
keong	marmut	0.2
keong	laron	0.27
keong	insekta	0.33
keong	cenderawasih	0.19
keong	kutilang	0.26
keong	kelomang	0.32
keong	pedet	0.12
keong	lipas	0.29
keong	cemani	0.22
keong	bonobo	0.07
keong	tonggeret	0.36
keong	gazelle	0.3
keong	tedong	0.3
keong	pekatik	0.2
keong	tongeret	0.28
kalkun	cicak	0.23
kalkun	gorila	0.21
kalkun	patin	0.34
kalkun	tungau	0.29
kalkun	biawak	0.2
kalkun	pipit	0.29
kalkun	semur	0.3
kalkun	mencit	0.25
kalkun	bunglon	0.19
kalkun	belatung	0.26
kalkun	kancil	0.16
kalkun	kobra	0.22
kalkun	kupu	0.11
kalkun	kerapu	0.3
kalkun	beo	0.34
kalkun	kecoak	0.26
kalkun	cecak	0.23
kalkun	sanca	0.24
kalkun	lutung	0.2
kalkun	rajungan	0.25
kalkun	nuri	0.28
kalkun	iguana	0.33
kalkun	lipan	0.22
kalkun	celeng	0.31
kalkun	wader	0.26
kalkun	beruk	0.23
kalkun	marmut	0.38
kalkun	laron	0.18
kalkun	insekta	0.19
kalkun	cenderawasih	0.25
kalkun	kutilang	0.3
kalkun	kelomang	0.26
kalkun	pedet	0.34
kalkun	lipas	0.27
kalkun	cemani	0.41
kalkun	bonobo	0.19
kalkun	tonggeret	0.24
kalkun	gazelle	0.24
kalkun	tedong	0.26
kalkun	pekatik	0.2
kalkun	tongeret	0.23
cicak	gorila	0.17
cicak	patin	0.24
cicak	tungau	0.29
cicak	biawak	0.41
cicak	pipit	0.28
cicak	semur	0.25
cicak	mencit	0.22
cicak	bunglon	0.38
cicak	belatung	0.29
cicak	kancil	0.34
cicak	kobra	0.33
cicak	kupu	0.33
cicak	kerapu	0.21
cicak	beo	0.22
cicak	kecoak	0.43
cicak	cecak	0.56
cicak	sanca	0.24
cicak	lutung	0.25
cicak	rajungan	0.23
cicak	nuri	0.27
cicak	iguana	0.34
cicak	lipan	0.38
cicak	celeng	0.31
cicak	wader	0.25
cicak	beruk	0.32
cicak	marmut	0.28
cicak	laron	0.37
cicak	insekta	0.34
cicak	cenderawasih	0.23
cicak	kutilang	0.23
cicak	kelomang	0.28
cicak	pedet	0.14
cicak	lipas	0.45
cicak	cemani	0.26
cicak	bonobo	0.25
cicak	tonggeret	0.28
cicak	gazelle	0.12
cicak	tedong	0.25
cicak	pekatik	0.2
cicak	tongeret	0.25
gorila	patin	0.2
gorila	tungau	0.22
gorila	biawak	0.23
gorila	pipit	0.14
gorila	semur	0.12
gorila	mencit	0.3
gorila	bunglon	0.21
gorila	belatung	0.19
gorila	kancil	0.2
gorila	kobra	0.24
gorila	kupu	0.12
gorila	kerapu	0.14
gorila	beo	0.19
gorila	kecoak	0.26
gorila	cecak	0.22
gorila	sanca	0.21
gorila	lutung	0.35
gorila	rajungan	0.17
gorila	nuri	0.23
gorila	iguana	0.3
gorila	lipan	0.22
gorila	celeng	0.25
gorila	wader	0.18
gorila	beruk	0.35
gorila	marmut	0.27
gorila	laron	0.11
gorila	insekta	0.19
gorila	cenderawasih	0.26
gorila	kutilang	0.19
gorila	kelomang	0.23
gorila	pedet	0.16
gorila	lipas	0.24
gorila	cemani	0.21
gorila	bonobo	0.39
gorila	tonggeret	0.23
gorila	gazelle	0.29
gorila	tedong	0.22
gorila	pekatik	0.2
gorila	tongeret	0.18
patin	tungau	0.15
patin	biawak	0.27
patin	pipit	0.22
patin	semur	0.31
patin	mencit	0.15
patin	bunglon	0.13
patin	belatung	0.26
patin	kancil	0.24
patin	kobra	0.22
patin	kupu	0.19
patin	kerapu	0.55
patin	beo	0.15
patin	kecoak	0.13
patin	cecak	0.24
patin	sanca	0.26
patin	lutung	0.25
patin	rajungan	0.43
patin	nuri	0.17
patin	iguana	0.21
patin	lipan	0.25
patin	celeng	0.25
patin	wader	0.5
patin	beruk	0.27
patin	marmut	0.16
patin	laron	0.2
patin	insekta	0.23
patin	cenderawasih	0.2
patin	kutilang	0.18
patin	kelomang	0.26
patin	pedet	0.28
patin	lipas	0.25
patin	cemani	0.3
patin	bonobo	0.16
patin	tonggeret	0.26
patin	gazelle	0.12
patin	tedong	0.24
patin	pekatik	0.19
patin	tongeret	0.18
tungau	biawak	0.24
tungau	pipit	0.18
tungau	semur	0.13
tungau	mencit	0.29
tungau	bunglon	0.25
tungau	belatung	0.4
tungau	kancil	0.14
tungau	kobra	0.21
tungau	kupu	0.29
tungau	kerapu	0.21
tungau	beo	0.14
tungau	kecoak	0.4
tungau	cecak	0.24
tungau	sanca	0.2
tungau	lutung	0.24
tungau	rajungan	0.21
tungau	nuri	0.11
tungau	iguana	0.29
tungau	lipan	0.38
tungau	celeng	0.21
tungau	wader	0.13
tungau	beruk	0.21
tungau	marmut	0.31
tungau	laron	0.36
tungau	insekta	0.46
tungau	cenderawasih	0.19
tungau	kutilang	0.24
tungau	kelomang	0.29
tungau	pedet	0.29
tungau	lipas	0.45
tungau	cemani	0.14
tungau	bonobo	0.21
tungau	tonggeret	0.37
tungau	gazelle	0.16
tungau	tedong	0.22
tungau	pekatik	0.18
tungau	tongeret	0.2
biawak	pipit	0.24
biawak	semur	0.26
biawak	mencit	0.25
biawak	bunglon	0.37
biawak	belatung	0.26
biawak	kancil	0.3
biawak	kobra	0.35
biawak	kupu	0.23
biawak	kerapu	0.3
biawak	beo	0.24
biawak	kecoak	0.22
biawak	cecak	0.4
biawak	sanca	0.41
biawak	lutung	0.31
biawak	rajungan	0.28
biawak	nuri	0.22
biawak	iguana	0.46
biawak	lipan	0.41
biawak	celeng	0.34
biawak	wader	0.39
biawak	beruk	0.41
biawak	marmut	0.31
biawak	laron	0.21
biawak	insekta	0.24
biawak	cenderawasih	0.28
biawak	kutilang	0.34
biawak	kelomang	0.48
biawak	pedet	0.17
biawak	lipas	0.35
biawak	cemani	0.21
biawak	bonobo	0.26
biawak	tonggeret	0.32
biawak	gazelle	0.29
biawak	tedong	0.31
biawak	pekatik	0.3
biawak	tongeret	0.35
pipit	semur	0.17
pipit	mencit	0.26
pipit	bunglon	0.24
pipit	belatung	0.25
pipit	kancil	0.26
pipit	kobra	0.22
pipit	kupu	0.25
pipit	kerapu	0.26
pipit	beo	0.37
pipit	kecoak	0.23
pipit	cecak	0.3
pipit	sanca	0.26
pipit	lutung	0.3
pipit	rajungan	0.21
pipit	nuri	0.43
pipit	iguana	0.27
pipit	lipan	0.28
pipit	celeng	0.22
pipit	wader	0.28
pipit	beruk	0.3
pipit	marmut	0.32
pipit	laron	0.32
pipit	insekta	0.27
pipit	cenderawasih	0.31
pipit	kutilang	0.52
pipit	kelomang	0.25
pipit	pedet	0.15
pipit	lipas	0.33
pipit	cemani	0.24
pipit	bonobo	0.22
pipit	tonggeret	0.3
pipit	gazelle	0.23
pipit	tedong	0.17
pipit	pekatik	0.23
pipit	tongeret	0.25
semur	mencit	0.07
semur	bunglon	0.15
semur	belatung	0.26
semur	kancil	0.14
semur	kobra	0.24
semur	kupu	0.2
semur	kerapu	0.19
semur	beo	0.15
semur	kecoak	0.2
semur	cecak	0.26
semur	sanca	0.14
semur	lutung	0.17
semur	rajungan	0.26
semur	nuri	0.15
semur	iguana	0.19
semur	lipan	0.2
semur	celeng	0.36
semur	wader	0.29
semur	beruk	0.2
semur	marmut	0.17
semur	laron	0.28
semur	insekta	0.12
semur	cenderawasih	0.06
semur	kutilang	0.18
semur	kelomang	0.14
semur	pedet	0.11
semur	lipas	0.21
semur	cemani	0.31
semur	bonobo	0.12
semur	tonggeret	0.14
semur	gazelle	0.16
semur	tedong	0.2
semur	pekatik	0.19
semur	tongeret	0.25
mencit	bunglon	0.22
mencit	belatung	0.23
mencit	kancil	0.26
mencit	kobra	0.18
mencit	kupu	0.16
mencit	kerapu	0.26
mencit	beo	0.16
mencit	kecoak	0.24
mencit	cecak	0.26
mencit	sanca	0.16
mencit	lutung	0.21
mencit	rajungan	0.2
mencit	nuri	0.2
mencit	iguana	0.32
mencit	lipan	0.29
mencit	celeng	0.19
mencit	wader	0.11
mencit	beruk	0.26
mencit	marmut	0.47
mencit	laron	0.15
mencit	insekta	0.31
mencit	cenderawasih	0.2
mencit	kutilang	0.27
mencit	kelomang	0.24
mencit	pedet	0.43
mencit	lipas	0.32
mencit	cemani	0.22
mencit	bonobo	0.31
mencit	tonggeret	0.19
mencit	gazelle	0.24
mencit	tedong	0.14
mencit	pekatik	0.29
mencit	tongeret	0.22
bunglon	belatung	0.2
bunglon	kancil	0.32
bunglon	kobra	0.29
bunglon	kupu	0.24
bunglon	kerapu	0.21
bunglon	beo	0.35
bunglon	kecoak	0.3
bunglon	cecak	0.39
bunglon	sanca	0.31
bunglon	lutung	0.22
bunglon	rajungan	0.16
bunglon	nuri	0.3
bunglon	iguana	0.45
bunglon	lipan	0.25
bunglon	celeng	0.2
bunglon	wader	0.27
bunglon	beruk	0.23
bunglon	marmut	0.37
bunglon	laron	0.25
bunglon	insekta	0.22
bunglon	cenderawasih	0.16
bunglon	kutilang	0.26
bunglon	kelomang	0.27
bunglon	pedet	0.05
bunglon	lipas	0.25
bunglon	cemani	0.18
bunglon	bonobo	0.16
bunglon	tonggeret	0.3
bunglon	gazelle	0.24
bunglon	tedong	0.23
bunglon	pekatik	0.26
bunglon	tongeret	0.32
belatung	kancil	0.13
belatung	kobra	0.23
belatung	kupu	0.26
belatung	kerapu	0.17
belatung	beo	0.09
belatung	kecoak	0.41
belatung	cecak	0.2
belatung	sanca	0.16
belatung	lutung	0.18
belatung	rajungan	0.11
belatung	nuri	0.1
belatung	iguana	0.23
belatung	lipan	0.38
belatung	celeng	0.32
belatung	wader	0.21
belatung	beruk	0.23
belatung	marmut	0.22
belatung	laron	0.29
belatung	insekta	0.39
belatung	cenderawasih	0.2
belatung	kutilang	0.26
belatung	kelomang	0.3
belatung	pedet	0.19
belatung	lipas	0.35
belatung	cemani	0.19
belatung	bonobo	0.13
belatung	tonggeret	0.33
belatung	gazelle	0.17
belatung	tedong	0.24
belatung	pekatik	0.22
belatung	tongeret	0.34
kancil	kobra	0.22
kancil	kupu	0.12
kancil	kerapu	0.25
kancil	beo	0.27
kancil	kecoak	0.22
kancil	cecak	0.31
kancil	sanca	0.16
kancil	lutung	0.39
kancil	rajungan	0.2
kancil	nuri	0.3
kancil	iguana	0.28
kancil	lipan	0.34
kancil	celeng	0.35
kancil	wader	0.34
kancil	beruk	0.35
kancil	marmut	0.3
kancil	laron	0.21
kancil	insekta	0.23
kancil	cenderawasih	0.24
kancil	kutilang	0.27
kancil	kelomang	0.28
kancil	pedet	0.08
kancil	lipas	0.29
kancil	cemani	0.22
kancil	bonobo	0.2
kancil	tonggeret	0.29
kancil	gazelle	0.37
kancil	tedong	0.2
kancil	pekatik	0.27
kancil	tongeret	0.28
kobra	kupu	0.25
kobra	kerapu	0.26
kobra	beo	0.21
kobra	kecoak	0.3
kobra	cecak	0.4
kobra	sanca	0.44
kobra	lutung	0.29
kobra	rajungan	0.18
kobra	nuri	0.27
kobra	iguana	0.33
kobra	lipan	0.4
kobra	celeng	0.3
kobra	wader	0.26
kobra	beruk	0.27
kobra	marmut	0.26
kobra	laron	0.19
kobra	insekta	0.18
kobra	cenderawasih	0.18
kobra	kutilang	0.24
kobra	kelomang	0.23
kobra	pedet	0.13
kobra	lipas	0.3
kobra	cemani	0.32
kobra	bonobo	0.17
kobra	tonggeret	0.21
kobra	gazelle	0.2
kobra	tedong	0.34
kobra	pekatik	0.2
kobra	tongeret	0.24
kupu	kerapu	0.19
kupu	beo	0.22
kupu	kecoak	0.31
kupu	cecak	0.29
kupu	sanca	0.17
kupu	lutung	0.23
kupu	rajungan	0.14
kupu	nuri	0.32
kupu	iguana	0.28
kupu	lipan	0.29
kupu	celeng	0.16
kupu	wader	0.22
kupu	beruk	0.14
kupu	marmut	0.19
kupu	laron	0.38
kupu	insekta	0.28
kupu	cenderawasih	0.28
kupu	kutilang	0.31
kupu	kelomang	0.2
kupu	pedet	0.09
kupu	lipas	0.29
kupu	cemani	0.17
kupu	bonobo	0.18
kupu	tonggeret	0.32
kupu	gazelle	0.13
kupu	tedong	0.15
kupu	pekatik	0.18
kupu	tongeret	0.23
kerapu	beo	0.19
kerapu	kecoak	0.13
kerapu	cecak	0.23
kerapu	sanca	0.24
kerapu	lutung	0.24
kerapu	rajungan	0.47
kerapu	nuri	0.19
kerapu	iguana	0.23
kerapu	lipan	0.33
kerapu	celeng	0.24
kerapu	wader	0.43
kerapu	beruk	0.26
kerapu	marmut	0.22
kerapu	laron	0.24
kerapu	insekta	0.23
kerapu	cenderawasih	0.23
kerapu	kutilang	0.16
kerapu	kelomang	0.29
kerapu	pedet	0.22
kerapu	lipas	0.24
kerapu	cemani	0.25
kerapu	bonobo	0.12
kerapu	tonggeret	0.25
kerapu	gazelle	0.18
kerapu	tedong	0.27
kerapu	pekatik	0.21
kerapu	tongeret	0.17
beo	kecoak	0.15
beo	cecak	0.22
beo	sanca	0.23
beo	lutung	0.29
beo	rajungan	0.21
beo	nuri	0.64
beo	iguana	0.36
beo	lipan	0.16
beo	celeng	0.2
beo	wader	0.27
beo	beruk	0.27
beo	marmut	0.36
beo	laron	0.15
beo	insekta	0.2
beo	cenderawasih	0.32
beo	kutilang	0.45
beo	kelomang	0.23
beo	pedet	0.18
beo	lipas	0.16
beo	cemani	0.29
beo	bonobo	0.27
beo	tonggeret	0.2
beo	gazelle	0.28
beo	tedong	0.26
beo	pekatik	0.12
beo	tongeret	0.17
kecoak	cecak	0.37
kecoak	sanca	0.12
kecoak	lutung	0.13
kecoak	rajungan	0.13
kecoak	nuri	0.16
kecoak	iguana	0.32
kecoak	lipan	0.39
kecoak	celeng	0.25
kecoak	wader	0.17
kecoak	beruk	0.26
kecoak	marmut	0.37
kecoak	laron	0.42
kecoak	insekta	0.45
kecoak	cenderawasih	0.09
kecoak	kutilang	0.26
kecoak	kelomang	0.24
kecoak	pedet	0.16
kecoak	lipas	0.49
kecoak	cemani	0.16
kecoak	bonobo	0.22
kecoak	tonggeret	0.28
kecoak	gazelle	0.15
kecoak	tedong	0.17
kecoak	pekatik	0.25
kecoak	tongeret	0.28
cecak	sanca	0.37
cecak	lutung	0.31
cecak	rajungan	0.21
cecak	nuri	0.31
cecak	iguana	0.34
cecak	lipan	0.36
cecak	celeng	0.35
cecak	wader	0.32
cecak	beruk	0.3
cecak	marmut	0.32
cecak	laron	0.38
cecak	insekta	0.32
cecak	cenderawasih	0.23
cecak	kutilang	0.31
cecak	kelomang	0.26
cecak	pedet	0.14
cecak	lipas	0.37
cecak	cemani	0.29
cecak	bonobo	0.18
cecak	tonggeret	0.36
cecak	gazelle	0.23
cecak	tedong	0.24
cecak	pekatik	0.23
cecak	tongeret	0.3
sanca	lutung	0.33
sanca	rajungan	0.24
sanca	nuri	0.28
sanca	iguana	0.37
sanca	lipan	0.29
sanca	celeng	0.25
sanca	wader	0.31
sanca	beruk	0.32
sanca	marmut	0.27
sanca	laron	0.13
sanca	insekta	0.21
sanca	cenderawasih	0.25
sanca	kutilang	0.32
sanca	kelomang	0.2
sanca	pedet	0.23
sanca	lipas	0.27
sanca	cemani	0.26
sanca	bonobo	0.19
sanca	tonggeret	0.34
sanca	gazelle	0.23
sanca	tedong	0.33
sanca	pekatik	0.25
sanca	tongeret	0.28
lutung	rajungan	0.24
lutung	nuri	0.33
lutung	iguana	0.36
lutung	lipan	0.31
lutung	celeng	0.37
lutung	wader	0.3
lutung	beruk	0.38
lutung	marmut	0.34
lutung	laron	0.26
lutung	insekta	0.23
lutung	cenderawasih	0.45
lutung	kutilang	0.4
lutung	kelomang	0.3
lutung	pedet	0.14
lutung	lipas	0.26
lutung	cemani	0.31
lutung	bonobo	0.34
lutung	tonggeret	0.34
lutung	gazelle	0.31
lutung	tedong	0.4
lutung	pekatik	0.3
lutung	tongeret	0.25
rajungan	nuri	0.21
rajungan	iguana	0.22
rajungan	lipan	0.25
rajungan	celeng	0.28
rajungan	wader	0.38
rajungan	beruk	0.23
rajungan	marmut	0.19
rajungan	laron	0.18
rajungan	insekta	0.28
rajungan	cenderawasih	0.22
rajungan	kutilang	0.23
rajungan	kelomang	0.28
rajungan	pedet	0.19
rajungan	lipas	0.24
rajungan	cemani	0.24
rajungan	bonobo	0.09
rajungan	tonggeret	0.2
rajungan	gazelle	0.23
rajungan	tedong	0.28
rajungan	pekatik	0.22
rajungan	tongeret	0.18
nuri	iguana	0.35
nuri	lipan	0.21
nuri	celeng	0.24
nuri	wader	0.37
nuri	beruk	0.31
nuri	marmut	0.32
nuri	laron	0.24
nuri	insekta	0.26
nuri	cenderawasih	0.41
nuri	kutilang	0.47
nuri	kelomang	0.2
nuri	pedet	0.11
nuri	lipas	0.23
nuri	cemani	0.29
nuri	bonobo	0.21
nuri	tonggeret	0.28
nuri	gazelle	0.28
nuri	tedong	0.29
nuri	pekatik	0.2
nuri	tongeret	0.17
iguana	lipan	0.34
iguana	celeng	0.28
iguana	wader	0.3
iguana	beruk	0.35
iguana	marmut	0.49
iguana	laron	0.23
iguana	insekta	0.29
iguana	cenderawasih	0.3
iguana	kutilang	0.35
iguana	kelomang	0.4
iguana	pedet	0.25
iguana	lipas	0.41
iguana	cemani	0.27
iguana	bonobo	0.31
iguana	tonggeret	0.29
iguana	gazelle	0.29
iguana	tedong	0.3
iguana	pekatik	0.25
iguana	tongeret	0.32
lipan	celeng	0.26
lipan	wader	0.29
lipan	beruk	0.41
lipan	marmut	0.31
lipan	laron	0.36
lipan	insekta	0.35
lipan	cenderawasih	0.29
lipan	kutilang	0.25
lipan	kelomang	0.31
lipan	pedet	0.1
lipan	lipas	0.6
lipan	cemani	0.28
lipan	bonobo	0.19
lipan	tonggeret	0.37
lipan	gazelle	0.23
lipan	tedong	0.31
lipan	pekatik	0.28
lipan	tongeret	0.28
celeng	wader	0.33
celeng	beruk	0.35
celeng	marmut	0.29
celeng	laron	0.28
celeng	insekta	0.19
celeng	cenderawasih	0.25
celeng	kutilang	0.28
celeng	kelomang	0.24
celeng	pedet	0.22
celeng	lipas	0.3
celeng	cemani	0.35
celeng	bonobo	0.23
celeng	tonggeret	0.29
celeng	gazelle	0.25
celeng	tedong	0.45
celeng	pekatik	0.25
celeng	tongeret	0.34
wader	beruk	0.26
wader	marmut	0.25
wader	laron	0.33
wader	insekta	0.26
wader	cenderawasih	0.24
wader	kutilang	0.27
wader	kelomang	0.31
wader	pedet	0.09
wader	lipas	0.2
wader	cemani	0.3
wader	bonobo	0.14
wader	tonggeret	0.27
wader	gazelle	0.26
wader	tedong	0.26
wader	pekatik	0.19
wader	tongeret	0.25
beruk	marmut	0.29
beruk	laron	0.21
beruk	insekta	0.24
beruk	cenderawasih	0.28
beruk	kutilang	0.33
beruk	kelomang	0.31
beruk	pedet	0.18
beruk	lipas	0.54
beruk	cemani	0.28
beruk	bonobo	0.24
beruk	tonggeret	0.37
beruk	gazelle	0.26
beruk	tedong	0.35
beruk	pekatik	0.4
beruk	tongeret	0.35
marmut	laron	0.27
marmut	insekta	0.32
marmut	cenderawasih	0.27
marmut	kutilang	0.3
marmut	kelomang	0.29
