noun_w_ekor_noaffix1	noun_w_ekor_noaffix2	cossim
naga	insekta	0.17
naga	cenderawasih	0.29
naga	kutilang	0.19
naga	kelomang	0.26
naga	pedet	0.16
naga	lipas	0.29
naga	cemani	0.34
naga	bonobo	0.15
naga	tonggeret	0.32
naga	gazelle	0.2
naga	tedong	0.35
naga	pekatik	0.25
naga	tongeret	0.28
bebek	buaya	0.4
bebek	cacing	0.33
bebek	paus	0.31
bebek	nyamuk	0.28
bebek	lebah	0.27
bebek	kutu	0.31
bebek	mamalia	0.31
bebek	hiu	0.31
bebek	harimau	0.32
bebek	kerbau	0.36
bebek	semut	0.28
bebek	beruang	0.32
bebek	monyet	0.31
bebek	lele	0.42
bebek	rusa	0.34
bebek	serigala	0.27
bebek	katak	0.32
bebek	unta	0.34
bebek	kera	0.28
bebek	ulat	0.32
bebek	kepiting	0.37
bebek	kodok	0.4
bebek	penyu	0.34
bebek	elang	0.39
bebek	rubah	0.28
bebek	kadal	0.35
bebek	merpati	0.43
bebek	lembu	0.32
bebek	kelelawar	0.29
bebek	belut	0.4
bebek	bersayap	0.28
bebek	keledai	0.33
bebek	belalang	0.31
bebek	siput	0.3
bebek	angsa	0.52
bebek	banteng	0.3
bebek	jangkrik	0.4
bebek	cupang	0.32
bebek	primata	0.26
bebek	pari	0.28
bebek	gagak	0.31
bebek	biota	0.17
bebek	gurita	0.27
bebek	kijang	0.29
bebek	kecoa	0.29
bebek	simpanse	0.19
bebek	pejantan	0.33
bebek	tupai	0.37
bebek	orangutan	0.24
bebek	ngengat	0.17
bebek	tokek	0.32
bebek	garuda	0.3
bebek	musang	0.32
bebek	keong	0.35
bebek	kalkun	0.42
bebek	cicak	0.31
bebek	gorila	0.21
bebek	patin	0.38
bebek	tungau	0.25
bebek	biawak	0.33
bebek	pipit	0.31
bebek	semur	0.35
bebek	mencit	0.31
bebek	bunglon	0.2
bebek	belatung	0.29
bebek	kancil	0.28
bebek	kobra	0.26
bebek	kupu	0.23
bebek	kerapu	0.39
bebek	beo	0.31
bebek	kecoak	0.27
bebek	cecak	0.28
bebek	sanca	0.22
bebek	lutung	0.29
bebek	rajungan	0.28
bebek	nuri	0.22
bebek	iguana	0.37
bebek	lipan	0.27
bebek	celeng	0.38
bebek	wader	0.32
bebek	beruk	0.27
bebek	marmut	0.37
bebek	laron	0.24
bebek	insekta	0.22
bebek	cenderawasih	0.22
bebek	kutilang	0.37
bebek	kelomang	0.3
bebek	pedet	0.3
bebek	lipas	0.27
bebek	cemani	0.38
bebek	bonobo	0.2
bebek	tonggeret	0.27
bebek	gazelle	0.29
bebek	tedong	0.27
bebek	pekatik	0.34
bebek	tongeret	0.36
buaya	cacing	0.39
buaya	paus	0.31
buaya	nyamuk	0.36
buaya	lebah	0.32
buaya	kutu	0.32
buaya	mamalia	0.34
buaya	hiu	0.48
buaya	harimau	0.53
buaya	kerbau	0.41
buaya	semut	0.36
buaya	beruang	0.47
buaya	monyet	0.43
buaya	lele	0.43
buaya	rusa	0.38
buaya	serigala	0.36
buaya	katak	0.41
buaya	unta	0.3
buaya	kera	0.4
buaya	ulat	0.27
buaya	kepiting	0.39
buaya	kodok	0.42
buaya	penyu	0.42
buaya	elang	0.31
buaya	rubah	0.28
buaya	kadal	0.48
buaya	merpati	0.31
buaya	lembu	0.34
buaya	kelelawar	0.32
buaya	belut	0.41
buaya	bersayap	0.29
buaya	keledai	0.34
buaya	belalang	0.28
buaya	siput	0.32
buaya	angsa	0.33
buaya	banteng	0.37
buaya	jangkrik	0.32
buaya	cupang	0.28
buaya	primata	0.32
buaya	pari	0.29
buaya	gagak	0.24
buaya	biota	0.31
buaya	gurita	0.29
buaya	kijang	0.4
buaya	kecoa	0.25
buaya	simpanse	0.31
buaya	pejantan	0.25
buaya	tupai	0.28
buaya	orangutan	0.4
buaya	ngengat	0.31
buaya	tokek	0.39
buaya	garuda	0.31
buaya	musang	0.42
buaya	keong	0.34
buaya	kalkun	0.26
buaya	cicak	0.5
buaya	gorila	0.26
buaya	patin	0.36
buaya	tungau	0.23
buaya	biawak	0.53
buaya	pipit	0.33
buaya	semur	0.21
buaya	mencit	0.21
buaya	bunglon	0.42
buaya	belatung	0.29
buaya	kancil	0.44
buaya	kobra	0.41
buaya	kupu	0.3
buaya	kerapu	0.32
buaya	beo	0.21
buaya	kecoak	0.27
buaya	cecak	0.31
buaya	sanca	0.32
buaya	lutung	0.33
buaya	rajungan	0.28
buaya	nuri	0.19
buaya	iguana	0.38
buaya	lipan	0.38
buaya	celeng	0.38
buaya	wader	0.29
buaya	beruk	0.36
buaya	marmut	0.3
buaya	laron	0.21
buaya	insekta	0.22
buaya	cenderawasih	0.29
buaya	kutilang	0.24
buaya	kelomang	0.31
buaya	pedet	0.18
buaya	lipas	0.31
buaya	cemani	0.31
buaya	bonobo	0.22
buaya	tonggeret	0.26
buaya	gazelle	0.2
buaya	tedong	0.29
buaya	pekatik	0.32
buaya	tongeret	0.31
cacing	paus	0.23
cacing	nyamuk	0.38
cacing	lebah	0.25
cacing	kutu	0.47
cacing	mamalia	0.31
cacing	hiu	0.31
cacing	harimau	0.29
cacing	kerbau	0.32
cacing	semut	0.4
cacing	beruang	0.28
cacing	monyet	0.3
cacing	lele	0.37
cacing	rusa	0.23
cacing	serigala	0.26
cacing	katak	0.32
cacing	unta	0.28
cacing	kera	0.25
cacing	ulat	0.52
cacing	kepiting	0.35
cacing	kodok	0.36
cacing	penyu	0.31
cacing	elang	0.27
cacing	rubah	0.19
cacing	kadal	0.38
cacing	merpati	0.25
cacing	lembu	0.34
cacing	kelelawar	0.34
cacing	belut	0.37
cacing	bersayap	0.25
cacing	keledai	0.33
cacing	belalang	0.37
cacing	siput	0.4
cacing	angsa	0.23
cacing	banteng	0.28
cacing	jangkrik	0.43
cacing	cupang	0.36
cacing	primata	0.25
cacing	pari	0.18
cacing	gagak	0.28
cacing	biota	0.35
cacing	gurita	0.32
cacing	kijang	0.2
cacing	kecoa	0.38
cacing	simpanse	0.21
cacing	pejantan	0.25
cacing	tupai	0.32
cacing	orangutan	0.22
cacing	ngengat	0.36
cacing	tokek	0.32
cacing	garuda	0.16
cacing	musang	0.31
cacing	keong	0.41
cacing	kalkun	0.27
cacing	cicak	0.29
cacing	gorila	0.17
cacing	patin	0.33
cacing	tungau	0.48
cacing	biawak	0.38
cacing	pipit	0.27
cacing	semur	0.28
cacing	mencit	0.32
cacing	bunglon	0.25
cacing	belatung	0.43
cacing	kancil	0.23
cacing	kobra	0.25
cacing	kupu	0.27
cacing	kerapu	0.3
cacing	beo	0.16
cacing	kecoak	0.37
cacing	cecak	0.28
cacing	sanca	0.22
cacing	lutung	0.17
cacing	rajungan	0.23
cacing	nuri	0.17
cacing	iguana	0.34
cacing	lipan	0.41
cacing	celeng	0.3
cacing	wader	0.26
cacing	beruk	0.28
cacing	marmut	0.36
cacing	laron	0.34
cacing	insekta	0.4
cacing	cenderawasih	0.22
cacing	kutilang	0.26
cacing	kelomang	0.39
cacing	pedet	0.31
cacing	lipas	0.44
cacing	cemani	0.23
cacing	bonobo	0.17
cacing	tonggeret	0.34
cacing	gazelle	0.16
cacing	tedong	0.28
cacing	pekatik	0.27
cacing	tongeret	0.33
paus	nyamuk	0.26
paus	lebah	0.26
paus	kutu	0.23
paus	mamalia	0.5
paus	hiu	0.57
paus	harimau	0.33
paus	kerbau	0.31
paus	semut	0.23
paus	beruang	0.38
paus	monyet	0.32
paus	lele	0.35
paus	rusa	0.32
paus	serigala	0.32
paus	katak	0.31
paus	unta	0.31
paus	kera	0.31
paus	ulat	0.17
paus	kepiting	0.36
paus	kodok	0.3
paus	penyu	0.44
paus	elang	0.31
paus	rubah	0.23
paus	kadal	0.3
paus	merpati	0.29
paus	lembu	0.29
paus	kelelawar	0.26
paus	belut	0.35
paus	bersayap	0.2
paus	keledai	0.25
paus	belalang	0.21
paus	siput	0.24
paus	angsa	0.33
paus	banteng	0.34
paus	jangkrik	0.21
paus	cupang	0.25
paus	primata	0.36
paus	pari	0.32
paus	gagak	0.23
paus	biota	0.37
paus	gurita	0.43
paus	kijang	0.27
paus	kecoa	0.21
paus	simpanse	0.32
paus	pejantan	0.34
paus	tupai	0.28
paus	orangutan	0.24
paus	ngengat	0.2
paus	tokek	0.24
paus	garuda	0.16
paus	musang	0.26
paus	keong	0.19
paus	kalkun	0.26
paus	cicak	0.18
paus	gorila	0.31
paus	patin	0.29
paus	tungau	0.14
paus	biawak	0.29
paus	pipit	0.2
paus	semur	0.2
paus	mencit	0.27
paus	bunglon	0.23
paus	belatung	0.25
paus	kancil	0.13
paus	kobra	0.18
paus	kupu	0.14
paus	kerapu	0.33
paus	beo	0.23
paus	kecoak	0.18
paus	cecak	0.16
paus	sanca	0.28
paus	lutung	0.23
paus	rajungan	0.3
paus	nuri	0.18
paus	iguana	0.32
paus	lipan	0.21
paus	celeng	0.23
paus	wader	0.26
paus	beruk	0.28
paus	marmut	0.26
paus	laron	0.15
paus	insekta	0.22
paus	cenderawasih	0.34
paus	kutilang	0.24
paus	kelomang	0.26
paus	pedet	0.15
paus	lipas	0.25
paus	cemani	0.16
paus	bonobo	0.23
paus	tonggeret	0.25
paus	gazelle	0.23
paus	tedong	0.25
paus	pekatik	0.25
paus	tongeret	0.28
nyamuk	lebah	0.45
nyamuk	kutu	0.47
nyamuk	mamalia	0.3
nyamuk	hiu	0.34
nyamuk	harimau	0.37
nyamuk	kerbau	0.25
nyamuk	semut	0.46
nyamuk	beruang	0.28
nyamuk	monyet	0.31
nyamuk	lele	0.31
nyamuk	rusa	0.24
nyamuk	serigala	0.36
nyamuk	katak	0.34
nyamuk	unta	0.31
nyamuk	kera	0.32
nyamuk	ulat	0.43
nyamuk	kepiting	0.25
nyamuk	kodok	0.32
nyamuk	penyu	0.32
nyamuk	elang	0.25
nyamuk	rubah	0.2
nyamuk	kadal	0.31
nyamuk	merpati	0.26
nyamuk	lembu	0.24
nyamuk	kelelawar	0.4
nyamuk	belut	0.34
nyamuk	bersayap	0.27
nyamuk	keledai	0.19
nyamuk	belalang	0.44
nyamuk	siput	0.27
nyamuk	angsa	0.3
nyamuk	banteng	0.2
nyamuk	jangkrik	0.37
nyamuk	cupang	0.27
nyamuk	primata	0.3
nyamuk	pari	0.18
nyamuk	gagak	0.21
nyamuk	biota	0.29
nyamuk	gurita	0.21
nyamuk	kijang	0.26
nyamuk	kecoa	0.52
nyamuk	simpanse	0.26
nyamuk	pejantan	0.31
nyamuk	tupai	0.25
nyamuk	orangutan	0.31
nyamuk	ngengat	0.51
nyamuk	tokek	0.35
nyamuk	garuda	0.18
nyamuk	musang	0.31
nyamuk	keong	0.27
nyamuk	kalkun	0.23
nyamuk	cicak	0.44
nyamuk	gorila	0.24
nyamuk	patin	0.27
nyamuk	tungau	0.5
nyamuk	biawak	0.34
nyamuk	pipit	0.33
nyamuk	semur	0.18
nyamuk	mencit	0.26
nyamuk	bunglon	0.31
nyamuk	belatung	0.37
nyamuk	kancil	0.25
nyamuk	kobra	0.26
nyamuk	kupu	0.34
nyamuk	kerapu	0.25
nyamuk	beo	0.17
nyamuk	kecoak	0.46
nyamuk	cecak	0.37
nyamuk	sanca	0.25
nyamuk	lutung	0.32
nyamuk	rajungan	0.21
nyamuk	nuri	0.23
nyamuk	iguana	0.33
nyamuk	lipan	0.34
nyamuk	celeng	0.24
nyamuk	wader	0.25
nyamuk	beruk	0.26
nyamuk	marmut	0.3
nyamuk	laron	0.49
nyamuk	insekta	0.47
nyamuk	cenderawasih	0.23
nyamuk	kutilang	0.35
nyamuk	kelomang	0.23
nyamuk	pedet	0.18
nyamuk	lipas	0.47
nyamuk	cemani	0.18
nyamuk	bonobo	0.18
nyamuk	tonggeret	0.39
nyamuk	gazelle	0.2
nyamuk	tedong	0.16
nyamuk	pekatik	0.27
nyamuk	tongeret	0.27
lebah	kutu	0.32
lebah	mamalia	0.33
lebah	hiu	0.24
lebah	harimau	0.25
lebah	kerbau	0.24
lebah	semut	0.61
lebah	beruang	0.36
lebah	monyet	0.29
lebah	lele	0.27
lebah	rusa	0.28
lebah	serigala	0.36
lebah	katak	0.27
lebah	unta	0.39
lebah	kera	0.29
lebah	ulat	0.43
lebah	kepiting	0.19
lebah	kodok	0.27
lebah	penyu	0.24
lebah	elang	0.37
lebah	rubah	0.2
lebah	kadal	0.26
lebah	merpati	0.34
lebah	lembu	0.22
lebah	kelelawar	0.36
lebah	belut	0.22
lebah	bersayap	0.28
lebah	keledai	0.22
lebah	belalang	0.4
lebah	siput	0.3
lebah	angsa	0.37
lebah	banteng	0.27
lebah	jangkrik	0.34
lebah	cupang	0.2
lebah	primata	0.3
lebah	pari	0.18
lebah	gagak	0.33
lebah	biota	0.23
lebah	gurita	0.23
lebah	kijang	0.28
lebah	kecoa	0.42
lebah	simpanse	0.25
lebah	pejantan	0.36
lebah	tupai	0.29
lebah	orangutan	0.33
lebah	ngengat	0.45
lebah	tokek	0.26
lebah	garuda	0.23
lebah	musang	0.27
lebah	keong	0.26
lebah	kalkun	0.25
lebah	cicak	0.32
lebah	gorila	0.29
lebah	patin	0.21
lebah	tungau	0.36
lebah	biawak	0.25
lebah	pipit	0.33
lebah	semur	0.12
lebah	mencit	0.26
lebah	bunglon	0.29
lebah	belatung	0.37
lebah	kancil	0.27
lebah	kobra	0.3
lebah	kupu	0.4
lebah	kerapu	0.21
lebah	beo	0.25
lebah	kecoak	0.44
lebah	cecak	0.33
lebah	sanca	0.22
lebah	lutung	0.23
lebah	rajungan	0.15
lebah	nuri	0.27
lebah	iguana	0.24
lebah	lipan	0.35
lebah	celeng	0.23
lebah	wader	0.21
lebah	beruk	0.3
lebah	marmut	0.3
lebah	laron	0.46
lebah	insekta	0.42
lebah	cenderawasih	0.25
lebah	kutilang	0.29
lebah	kelomang	0.23
lebah	pedet	0.23
lebah	lipas	0.38
lebah	cemani	0.25
lebah	bonobo	0.21
lebah	tonggeret	0.33
lebah	gazelle	0.26
lebah	tedong	0.18
lebah	pekatik	0.3
lebah	tongeret	0.21
kutu	mamalia	0.31
kutu	hiu	0.26
kutu	harimau	0.36
kutu	kerbau	0.27
kutu	semut	0.4
kutu	beruang	0.33
kutu	monyet	0.3
kutu	lele	0.28
kutu	rusa	0.26
kutu	serigala	0.32
kutu	katak	0.34
kutu	unta	0.24
kutu	kera	0.29
kutu	ulat	0.49
kutu	kepiting	0.35
kutu	kodok	0.32
kutu	penyu	0.32
kutu	elang	0.28
kutu	rubah	0.22
kutu	kadal	0.26
kutu	merpati	0.24
kutu	lembu	0.18
kutu	kelelawar	0.3
kutu	belut	0.29
kutu	bersayap	0.2
kutu	keledai	0.18
kutu	belalang	0.39
kutu	siput	0.37
kutu	angsa	0.27
kutu	banteng	0.24
kutu	jangkrik	0.36
kutu	cupang	0.26
kutu	primata	0.27
kutu	pari	0.18
kutu	gagak	0.26
kutu	biota	0.27
kutu	gurita	0.26
kutu	kijang	0.2
kutu	kecoa	0.48
kutu	simpanse	0.24
kutu	pejantan	0.24
kutu	tupai	0.38
kutu	orangutan	0.24
kutu	ngengat	0.43
kutu	tokek	0.28
kutu	garuda	0.12
kutu	musang	0.34
kutu	keong	0.33
kutu	kalkun	0.18
kutu	cicak	0.3
kutu	gorila	0.28
kutu	patin	0.22
kutu	tungau	0.59
kutu	biawak	0.23
kutu	pipit	0.26
kutu	semur	0.24
kutu	mencit	0.23
kutu	bunglon	0.25
kutu	belatung	0.39
kutu	kancil	0.24
kutu	kobra	0.22
kutu	kupu	0.31
kutu	kerapu	0.22
kutu	beo	0.19
kutu	kecoak	0.42
kutu	cecak	0.31
kutu	sanca	0.19
kutu	lutung	0.31
kutu	rajungan	0.22
kutu	nuri	0.21
kutu	iguana	0.28
kutu	lipan	0.36
kutu	celeng	0.29
kutu	wader	0.23
kutu	beruk	0.29
kutu	marmut	0.29
kutu	laron	0.38
kutu	insekta	0.35
kutu	cenderawasih	0.27
kutu	kutilang	0.34
kutu	kelomang	0.27
kutu	pedet	0.22
kutu	lipas	0.39
kutu	cemani	0.23
kutu	bonobo	0.18
kutu	tonggeret	0.39
kutu	gazelle	0.13
kutu	tedong	0.19
kutu	pekatik	0.29
kutu	tongeret	0.29
mamalia	hiu	0.37
mamalia	harimau	0.36
mamalia	kerbau	0.35
mamalia	semut	0.32
mamalia	beruang	0.43
mamalia	monyet	0.4
mamalia	lele	0.23
mamalia	rusa	0.4
mamalia	serigala	0.33
mamalia	katak	0.37
mamalia	unta	0.39
mamalia	kera	0.44
mamalia	ulat	0.25
mamalia	kepiting	0.29
mamalia	kodok	0.33
mamalia	penyu	0.43
mamalia	elang	0.3
mamalia	rubah	0.23
mamalia	kadal	0.47
mamalia	merpati	0.32
mamalia	lembu	0.28
mamalia	kelelawar	0.43
mamalia	belut	0.27
mamalia	bersayap	0.35
mamalia	keledai	0.26
mamalia	belalang	0.22
mamalia	siput	0.39
mamalia	angsa	0.28
mamalia	banteng	0.29
mamalia	jangkrik	0.26
mamalia	cupang	0.2
mamalia	primata	0.62
mamalia	pari	0.26
mamalia	gagak	0.32
mamalia	biota	0.4
mamalia	gurita	0.32
mamalia	kijang	0.34
mamalia	kecoa	0.32
mamalia	simpanse	0.42
mamalia	pejantan	0.31
mamalia	tupai	0.41
mamalia	orangutan	0.33
mamalia	ngengat	0.23
mamalia	tokek	0.24
mamalia	garuda	0.22
mamalia	musang	0.37
mamalia	keong	0.25
mamalia	kalkun	0.23
mamalia	cicak	0.24
mamalia	gorila	0.34
mamalia	patin	0.19
mamalia	tungau	0.29
mamalia	biawak	0.39
mamalia	pipit	0.3
mamalia	semur	0.16
mamalia	mencit	0.4
mamalia	bunglon	0.33
mamalia	belatung	0.26
mamalia	kancil	0.27
mamalia	kobra	0.19
mamalia	kupu	0.25
mamalia	kerapu	0.19
mamalia	beo	0.3
mamalia	kecoak	0.3
mamalia	cecak	0.25
mamalia	sanca	0.28
mamalia	lutung	0.27
mamalia	rajungan	0.28
mamalia	nuri	0.24
mamalia	iguana	0.43
mamalia	lipan	0.27
mamalia	celeng	0.24
mamalia	wader	0.29
mamalia	beruk	0.34
mamalia	marmut	0.4
mamalia	laron	0.17
mamalia	insekta	0.42
mamalia	cenderawasih	0.36
mamalia	kutilang	0.33
mamalia	kelomang	0.34
mamalia	pedet	0.23
mamalia	lipas	0.3
mamalia	cemani	0.13
mamalia	bonobo	0.32
mamalia	tonggeret	0.25
mamalia	gazelle	0.3
mamalia	tedong	0.23
mamalia	pekatik	0.25
mamalia	tongeret	0.17
hiu	harimau	0.48
hiu	kerbau	0.31
hiu	semut	0.3
hiu	beruang	0.44
hiu	monyet	0.32
hiu	lele	0.44
hiu	rusa	0.35
hiu	serigala	0.31
hiu	katak	0.36
hiu	unta	0.25
hiu	kera	0.3
hiu	ulat	0.24
hiu	kepiting	0.4
hiu	kodok	0.32
hiu	penyu	0.53
hiu	elang	0.32
hiu	rubah	0.33
hiu	kadal	0.36
hiu	merpati	0.23
hiu	lembu	0.3
hiu	kelelawar	0.35
hiu	belut	0.41
hiu	bersayap	0.26
hiu	keledai	0.22
hiu	belalang	0.25
hiu	siput	0.34
hiu	angsa	0.28
hiu	banteng	0.41
hiu	jangkrik	0.19
hiu	cupang	0.33
hiu	primata	0.28
hiu	pari	0.45
hiu	gagak	0.24
hiu	biota	0.41
hiu	gurita	0.45
hiu	kijang	0.27
hiu	kecoa	0.3
hiu	simpanse	0.21
hiu	pejantan	0.29
hiu	tupai	0.3
hiu	orangutan	0.31
hiu	ngengat	0.3
hiu	tokek	0.32
hiu	garuda	0.15
hiu	musang	0.26
hiu	keong	0.3
hiu	kalkun	0.27
hiu	cicak	0.33
hiu	gorila	0.28
hiu	patin	0.33
hiu	tungau	0.19
hiu	biawak	0.38
hiu	pipit	0.27
hiu	semur	0.21
hiu	mencit	0.21
hiu	bunglon	0.32
hiu	belatung	0.28
hiu	kancil	0.21
hiu	kobra	0.35
hiu	kupu	0.25
hiu	kerapu	0.43
hiu	beo	0.2
hiu	kecoak	0.27
hiu	cecak	0.28
hiu	sanca	0.34
hiu	lutung	0.27
hiu	rajungan	0.35
hiu	nuri	0.19
hiu	iguana	0.31
hiu	lipan	0.32
hiu	celeng	0.26
hiu	wader	0.3
hiu	beruk	0.28
hiu	marmut	0.23
hiu	laron	0.2
hiu	insekta	0.23
hiu	cenderawasih	0.24
hiu	kutilang	0.2
hiu	kelomang	0.33
hiu	pedet	0.17
hiu	lipas	0.26
hiu	cemani	0.17
hiu	bonobo	0.22
hiu	tonggeret	0.22
hiu	gazelle	0.25
hiu	tedong	0.28
hiu	pekatik	0.14
hiu	tongeret	0.3
harimau	kerbau	0.48
harimau	semut	0.36
harimau	beruang	0.53
harimau	monyet	0.48
harimau	lele	0.32
harimau	rusa	0.44
harimau	serigala	0.5
harimau	katak	0.4
harimau	unta	0.32
harimau	kera	0.43
harimau	ulat	0.29
harimau	kepiting	0.36
harimau	kodok	0.34
harimau	penyu	0.4
harimau	elang	0.4
harimau	rubah	0.35
harimau	kadal	0.32
harimau	merpati	0.3
harimau	lembu	0.39
harimau	kelelawar	0.33
harimau	belut	0.34
harimau	bersayap	0.27
harimau	keledai	0.31
harimau	belalang	0.31
harimau	siput	0.25
harimau	angsa	0.24
harimau	banteng	0.41
harimau	jangkrik	0.31
harimau	cupang	0.26
harimau	primata	0.36
harimau	pari	0.3
harimau	gagak	0.28
harimau	biota	0.21
harimau	gurita	0.29
harimau	kijang	0.44
harimau	kecoa	0.25
harimau	simpanse	0.38
harimau	pejantan	0.28
harimau	tupai	0.35
harimau	orangutan	0.5
harimau	ngengat	0.31
harimau	tokek	0.35
harimau	garuda	0.29
harimau	musang	0.43
harimau	keong	0.25
harimau	kalkun	0.22
harimau	cicak	0.4
harimau	gorila	0.42
harimau	patin	0.29
harimau	tungau	0.24
harimau	biawak	0.4
harimau	pipit	0.3
harimau	semur	0.2
harimau	mencit	0.27
harimau	bunglon	0.34
harimau	belatung	0.24
harimau	kancil	0.4
harimau	kobra	0.35
harimau	kupu	0.25
harimau	kerapu	0.24
harimau	beo	0.23
harimau	kecoak	0.26
harimau	cecak	0.37
harimau	sanca	0.38
harimau	lutung	0.44
harimau	rajungan	0.28
harimau	nuri	0.19
harimau	iguana	0.3
harimau	lipan	0.43
harimau	celeng	0.42
harimau	wader	0.19
harimau	beruk	0.42
harimau	marmut	0.33
harimau	laron	0.2
harimau	insekta	0.25
harimau	cenderawasih	0.31
harimau	kutilang	0.33
harimau	kelomang	0.3
harimau	pedet	0.23
harimau	lipas	0.36
harimau	cemani	0.33
harimau	bonobo	0.28
harimau	tonggeret	0.28
harimau	gazelle	0.3
harimau	tedong	0.34
harimau	pekatik	0.36
harimau	tongeret	0.28
kerbau	semut	0.26
kerbau	beruang	0.35
kerbau	monyet	0.37
kerbau	lele	0.34
kerbau	rusa	0.51
kerbau	serigala	0.35
kerbau	katak	0.32
kerbau	unta	0.43
kerbau	kera	0.43
kerbau	ulat	0.25
kerbau	kepiting	0.28
kerbau	kodok	0.26
kerbau	penyu	0.33
kerbau	elang	0.32
kerbau	rubah	0.26
kerbau	kadal	0.3
kerbau	merpati	0.32
kerbau	lembu	0.58
kerbau	kelelawar	0.28
kerbau	belut	0.33
kerbau	bersayap	0.23
kerbau	keledai	0.44
kerbau	belalang	0.3
kerbau	siput	0.3
kerbau	angsa	0.29
kerbau	banteng	0.54
kerbau	jangkrik	0.3
kerbau	cupang	0.17
kerbau	primata	0.28
kerbau	pari	0.26
kerbau	gagak	0.27
kerbau	biota	0.17
kerbau	gurita	0.24
kerbau	kijang	0.44
kerbau	kecoa	0.25
kerbau	simpanse	0.21
kerbau	pejantan	0.3
kerbau	tupai	0.35
kerbau	orangutan	0.26
kerbau	ngengat	0.17
kerbau	tokek	0.27
kerbau	garuda	0.32
kerbau	musang	0.34
kerbau	keong	0.3
kerbau	kalkun	0.31
kerbau	cicak	0.32
kerbau	gorila	0.26
kerbau	patin	0.29
kerbau	tungau	0.23
kerbau	biawak	0.3
kerbau	pipit	0.26
kerbau	semur	0.29
kerbau	mencit	0.25
kerbau	bunglon	0.24
kerbau	belatung	0.29
kerbau	kancil	0.36
kerbau	kobra	0.28
kerbau	kupu	0.2
kerbau	kerapu	0.25
kerbau	beo	0.22
kerbau	kecoak	0.25
kerbau	cecak	0.34
kerbau	sanca	0.25
kerbau	lutung	0.35
kerbau	rajungan	0.21
kerbau	nuri	0.2
kerbau	iguana	0.33
kerbau	lipan	0.28
kerbau	celeng	0.43
kerbau	wader	0.19
kerbau	beruk	0.39
kerbau	marmut	0.33
kerbau	laron	0.23
kerbau	insekta	0.22
kerbau	cenderawasih	0.28
kerbau	kutilang	0.26
kerbau	kelomang	0.35
kerbau	pedet	0.37
kerbau	lipas	0.34
kerbau	cemani	0.39
kerbau	bonobo	0.22
kerbau	tonggeret	0.31
kerbau	gazelle	0.31
kerbau	tedong	0.52
kerbau	pekatik	0.41
kerbau	tongeret	0.29
semut	beruang	0.39
semut	monyet	0.36
semut	lele	0.27
semut	rusa	0.3
semut	serigala	0.35
semut	katak	0.32
semut	unta	0.35
semut	kera	0.37
semut	ulat	0.5
semut	kepiting	0.33
semut	kodok	0.35
semut	penyu	0.31
semut	elang	0.27
semut	rubah	0.24
semut	kadal	0.35
semut	merpati	0.31
semut	lembu	0.19
semut	kelelawar	0.41
semut	belut	0.27
semut	bersayap	0.29
semut	keledai	0.19
semut	belalang	0.46
semut	siput	0.3
semut	angsa	0.25
semut	banteng	0.29
semut	jangkrik	0.41
semut	cupang	0.22
semut	primata	0.32
semut	pari	0.15
semut	gagak	0.38
semut	biota	0.22
semut	gurita	0.25
semut	kijang	0.25
semut	kecoa	0.51
semut	simpanse	0.27
semut	pejantan	0.31
semut	tupai	0.32
semut	orangutan	0.28
semut	ngengat	0.44
semut	tokek	0.32
semut	garuda	0.25
semut	musang	0.32
semut	keong	0.26
semut	kalkun	0.27
semut	cicak	0.39
semut	gorila	0.29
semut	patin	0.2
semut	tungau	0.43
semut	biawak	0.3
semut	pipit	0.34
semut	semur	0.19
semut	mencit	0.3
semut	bunglon	0.29
semut	belatung	0.39
semut	kancil	0.27
semut	kobra	0.3
semut	kupu	0.4
semut	kerapu	0.21
semut	beo	0.25
semut	kecoak	0.49
semut	cecak	0.33
semut	sanca	0.15
semut	lutung	0.27
semut	rajungan	0.14
semut	nuri	0.26
semut	iguana	0.29
semut	lipan	0.46
semut	celeng	0.24
semut	wader	0.24
semut	beruk	0.29
semut	marmut	0.33
semut	laron	0.55
semut	insekta	0.42
semut	cenderawasih	0.22
semut	kutilang	0.31
semut	kelomang	0.31
semut	pedet	0.18
semut	lipas	0.41
semut	cemani	0.23
semut	bonobo	0.25
semut	tonggeret	0.36
semut	gazelle	0.22
semut	tedong	0.17
semut	pekatik	0.3
semut	tongeret	0.27
beruang	monyet	0.44
beruang	lele	0.24
beruang	rusa	0.51
beruang	serigala	0.53
beruang	katak	0.34
beruang	unta	0.42
beruang	kera	0.4
beruang	ulat	0.33
beruang	kepiting	0.3
beruang	kodok	0.33
beruang	penyu	0.38
beruang	elang	0.4
beruang	rubah	0.4
beruang	kadal	0.34
beruang	merpati	0.28
beruang	lembu	0.37
beruang	kelelawar	0.37
beruang	belut	0.26
beruang	bersayap	0.34
beruang	keledai	0.36
beruang	belalang	0.31
beruang	siput	0.29
beruang	angsa	0.32
beruang	banteng	0.44
beruang	jangkrik	0.27
beruang	cupang	0.14
beruang	primata	0.38
beruang	pari	0.26
beruang	gagak	0.33
beruang	biota	0.23
beruang	gurita	0.36
beruang	kijang	0.34
beruang	kecoa	0.3
beruang	simpanse	0.34
beruang	pejantan	0.27
beruang	tupai	0.42
beruang	orangutan	0.46
beruang	ngengat	0.27
