noun_w_orang_noaffix1	noun_w_orang_noaffix2	cossim
sendiri	masbuk	0.11
sendiri	cendikia	0.13
sendiri	validator	0.21
sendiri	terroris	0.19
sendiri	duchess	0.09
sendiri	meneer	0.21
sendiri	godfather	0.21
sendiri	assessor	0.1
sendiri	paramedik	0.16
sendiri	egoistik	0.35
sendiri	floris	0.17
sendiri	biduanita	0.16
sendiri	clairvoyance	0.18
sendiri	bhiksuni	0.17
sendiri	evangelist	0.14
sendiri	gatekeeper	0.14
sendiri	diktaktor	0.29
sendiri	ekspat	0.19
sendiri	inspektor	0.19
sendiri	superintendent	0.23
sendiri	foreman	0.11
sendiri	golfer	0.09
sendiri	sebatangkara	0.35
sendiri	herpetolog	0.1
sendiri	strategist	0.17
sendiri	selebtwit	0.2
sendiri	achiever	0.14
sendiri	hispanik	0.22
sendiri	ghostwriter	0.2
sendiri	nulipara	0.22
sendiri	legalis	0.31
sendiri	networker	0.14
sendiri	monetaris	0.15
sendiri	pamongpraja	0.15
sendiri	pengibing	0.24
sendiri	taekwondoin	0.11
sendiri	paedofil	0.13
sendiri	campers	0.26
sendiri	pramusiwi	0.16
sendiri	wirausahaan	0.28
sendiri	kooperator	0.2
sendiri	perempuaan	0.29
sendiri	markonis	0.17
sendiri	sadomasokis	0.21
sendiri	mushalli	0.19
sendiri	mubayyin	0.06
sendiri	koder	0.38
sendiri	laksmana	0.26
sendiri	nonpartisipan	0.15
sendiri	kristalografer	0.2
sendiri	marbut	0.19
sendiri	snowboarder	0.09
sendiri	crossline	0.22
sendiri	murabi	0.29
sendiri	postrukturalis	0.2
sendiri	budayan	0.34
sendiri	penaluk	0.26
sendiri	propagandais	0.19
sendiri	khatamul	0.11
sendiri	controlleur	0.18
diri	manusia	0.47
diri	wanita	0.38
diri	anggota	0.36
diri	siswa	0.37
diri	pihak	0.28
diri	pria	0.32
diri	guru	0.31
diri	perempuan	0.34
diri	teman	0.36
diri	warga	0.33
diri	bayi	0.32
diri	mahasiswa	0.31
diri	dokter	0.18
diri	internet	0.25
diri	raja	0.24
diri	rakyat	0.34
diri	ahli	0.21
diri	tokoh	0.26
diri	tenaga	0.29
diri	kaum	0.36
diri	istri	0.33
diri	militer	0.22
diri	gadis	0.3
diri	dewasa	0.27
diri	suami	0.36
diri	calon	0.37
diri	asing	0.28
diri	ayah	0.27
diri	tamu	0.25
diri	remaja	0.38
diri	umat	0.4
diri	mantan	0.3
diri	publik	0.35
diri	korban	0.32
diri	konsumen	0.33
diri	putra	0.26
diri	saudara	0.31
diri	putri	0.29
diri	presiden	0.2
diri	makhluk	0.38
diri	pasien	0.36
diri	polisi	0.23
diri	sobat	0.24
diri	sahabat	0.29
diri	staf	0.17
diri	aktor	0.26
diri	ulama	0.17
diri	artis	0.28
diri	lawan	0.36
diri	kontak	0.26
diri	lelaki	0.31
diri	murid	0.29
diri	ketua	0.18
diri	wakil	0.27
diri	pegawai	0.3
diri	musuh	0.37
diri	adik	0.28
diri	dewa	0.21
diri	mas	0.17
diri	kakak	0.26
diri	produsen	0.22
diri	menteri	0.19
diri	mitra	0.23
diri	raksasa	0.2
diri	blogger	0.28
diri	manajer	0.21
diri	dosen	0.2
diri	sutradara	0.14
diri	buruh	0.23
diri	nenek	0.17
diri	induk	0.28
diri	rekan	0.32
diri	tetangga	0.26
diri	kuasa	0.31
diri	bandar	0.18
diri	malaikat	0.2
diri	gubernur	0.21
diri	prajurit	0.3
diri	admin	0.1
diri	tukang	0.14
diri	user	0.23
diri	operator	0.17
diri	pakar	0.18
diri	wartawan	0.18
diri	pacar	0.3
diri	produser	0.16
diri	senior	0.22
diri	wali	0.21
diri	saksi	0.22
diri	kawan	0.34
diri	hamba	0.38
diri	seniman	0.24
diri	musisi	0.22
diri	hakim	0.19
diri	kaisar	0.18
diri	famili	0.18
diri	pahlawan	0.28
diri	sarjana	0.12
diri	investor	0.25
diri	haji	0.19
diri	perwira	0.19
diri	eksekutif	0.21
diri	budak	0.28
diri	mama	0.21
diri	cucu	0.2
diri	bupati	0.16
diri	nelayan	0.17
diri	hantu	0.23
diri	atlet	0.31
diri	isteri	0.3
diri	leader	0.2
diri	pendeta	0.21
diri	direktur	0.13
diri	formasi	0.24
diri	panitia	0.15
diri	aktivis	0.16
diri	official	0.14
diri	jenderal	0.17
diri	kafir	0.22
diri	pilot	0.17
diri	kandidat	0.29
diri	mayat	0.36
diri	wasit	0.09
diri	balita	0.19
diri	pangeran	0.22
diri	asisten	0.15
diri	responden	0.17
diri	juru	0.13
diri	awak	0.26
diri	distributor	0.15
diri	kakek	0.16
diri	profesor	0.12
diri	komandan	0.18
diri	kerabat	0.31
diri	komunis	0.21
diri	teroris	0.23
diri	leluhur	0.26
diri	arsitek	0.18
diri	politisi	0.2
diri	ratu	0.19
diri	pribumi	0.25
diri	desainer	0.18
diri	kapten	0.14
diri	sekutu	0.25
diri	alumni	0.15
diri	sponsor	0.13
diri	master	0.16
diri	spesialis	0.14
diri	atasan	0.34
diri	santri	0.25
diri	sekretaris	0.21
diri	putera	0.19
diri	kritikus	0.15
diri	abang	0.19
diri	oknum	0.2
diri	konsultan	0.19
diri	player	0.1
diri	filsuf	0.19
diri	turis	0.23
diri	monster	0.21
diri	mahluk	0.35
diri	tante	0.15
diri	bidan	0.21
diri	rasul	0.21
diri	iblis	0.27
diri	janda	0.19
diri	jamaah	0.28
diri	fotografer	0.19
diri	elit	0.23
diri	kader	0.31
diri	waris	0.18
diri	insinyur	0.14
diri	subyek	0.34
diri	dukun	0.17
diri	audit	0.18
diri	kru	0.18
diri	sopir	0.2
diri	duta	0.21
diri	doktor	0.19
diri	bubur	0.23
diri	bocah	0.2
diri	driver	0.15
diri	intelijen	0.15
diri	praktisi	0.23
diri	walikota	0.19
diri	obesitas	0.2
diri	siswi	0.23
diri	finalis	0.17
diri	sultan	0.19
diri	panglima	0.19
diri	imigran	0.19
diri	hacker	0.19
diri	puteri	0.24
diri	optimis	0.32
diri	family	0.17
diri	resepsionis	0.09
diri	bajak	0.13
diri	delegasi	0.18
diri	revolusioner	0.22
diri	developer	0.14
diri	keponakan	0.21
diri	teknisi	0.17
diri	jago	0.24
diri	ninja	0.15
diri	kiper	0.18
diri	propaganda	0.18
diri	nasionalis	0.25
diri	netizen	0.15
diri	mahasiswi	0.19
diri	mempelai	0.31
diri	psikolog	0.2
diri	analis	0.09
diri	donor	0.2
diri	striker	0.16
diri	ekonom	0.11
diri	sufi	0.2
diri	tuna	0.17
diri	supir	0.18
diri	konselor	0.27
diri	diplomat	0.1
diri	ksatria	0.22
diri	dalang	0.13
diri	rektor	0.09
diri	inspeksi	0.16
diri	wirausaha	0.31
diri	majikan	0.24
diri	administrator	0.16
diri	ojek	0.11
diri	general	0.14
diri	kapitalis	0.15
diri	suporter	0.18
diri	alim	0.24
diri	mukmin	0.35
diri	siluman	0.18
diri	suster	0.1
diri	guide	0.05
diri	detektif	0.15
diri	jaksa	0.17
diri	agent	0.11
diri	kolektor	0.14
diri	business	0.13
diri	macan	0.16
diri	elite	0.18
diri	pendekar	0.22
diri	pastor	0.13
diri	sanak	0.31
diri	kontributor	0.2
diri	trader	0.22
diri	preman	0.17
diri	mafia	0.11
diri	direksi	0.18
diri	konduktor	0.1
diri	fasilitator	0.16
diri	miss	0.1
diri	kristen	0.26
diri	partisipan	0.23
diri	bibi	0.17
diri	pramuka	0.17
diri	birokrat	0.22
diri	pensiunan	0.14
diri	anarkis	0.19
diri	mentor	0.27
diri	rias	0.23
diri	botani	0.12
diri	programmer	0.18
diri	designer	0.09
diri	hadirin	0.23
diri	jemaah	0.28
diri	narapidana	0.23
diri	kasir	0.1
diri	panutan	0.25
diri	gerombolan	0.19
diri	biksu	0.22
diri	debitur	0.23
diri	supplier	0.2
diri	diktator	0.17
diri	abdi	0.19
diri	sesepuh	0.13
diri	lesbian	0.25
diri	lurah	0.18
diri	satpam	0.16
diri	kurir	0.07
diri	engineer	0.12
diri	migran	0.23
diri	koruptor	0.19
diri	demonstran	0.14
diri	sandera	0.23
diri	astronot	0.18
diri	serdadu	0.17
diri	martir	0.14
diri	kiai	0.16
diri	pramugari	0.11
diri	motivator	0.24
diri	kesatria	0.23
diri	bendahara	0.19
diri	downline	0.28
diri	perawi	0.17
diri	kuli	0.19
diri	kreditur	0.19
diri	kyai	0.16
diri	biang	0.1
diri	pesimis	0.27
diri	saudagar	0.16
diri	audiens	0.29
diri	dai	0.22
diri	maling	0.15
diri	regulator	0.1
diri	founder	0.15
diri	moderator	0.17
diri	pujangga	0.17
diri	alumnus	0.13
diri	komunikator	0.17
diri	entrepreneur	0.21
diri	redaktur	0.18
diri	separatis	0.15
diri	bujang	0.19
diri	mumi	0.19
diri	independent	0.2
diri	konsul	0.09
diri	tutor	0.12
diri	laskar	0.17
diri	badut	0.14
diri	informan	0.15
diri	mediator	0.18
diri	humas	0.13
diri	psikiater	0.17
diri	otodidak	0.25
diri	cleaning	0.1
diri	indo	0.07
diri	pesepakbola	0.23
diri	filosof	0.17
diri	krama	0.21
diri	brahmana	0.13
diri	simpatisan	0.24
diri	petahana	0.29
diri	musafir	0.2
diri	duda	0.11
diri	eksportir	0.18
diri	guest	0.09
diri	wiraswasta	0.23
diri	nona	0.17
diri	deputi	0.13
diri	buronan	0.17
diri	ateis	0.23
diri	sosiolog	0.1
diri	narator	0.11
diri	maestro	0.13
diri	perompak	0.17
diri	tabib	0.14
diri	konseli	0.34
diri	woman	0.07
diri	punggawa	0.17
diri	firaun	0.23
diri	humanis	0.2
diri	intel	0.12
diri	tameng	0.24
diri	komunikan	0.21
diri	pengamen	0.12
diri	naturalis	0.12
diri	waria	0.24
diri	technical	0.03
diri	marinir	0.17
diri	bandit	0.16
diri	inspektur	0.1
diri	syetan	0.24
diri	pecundang	0.23
diri	borjuis	0.16
diri	pialang	0.17
diri	ekspatriat	0.16
diri	praja	0.23
diri	miliarder	0.15
diri	satria	0.15
diri	laksamana	0.13
diri	maniak	0.2
diri	transmigran	0.19
diri	blasteran	0.08
diri	mujtahid	0.16
diri	tiran	0.13
diri	decision	0.08
diri	sepuh	0.18
diri	resign	0.26
diri	marketer	0.15
diri	prabu	0.12
diri	koboi	0.14
diri	persona	0.32
diri	fighter	0.22
diri	pegiat	0.15
diri	priyayi	0.2
diri	mbok	0.12
diri	agamis	0.23
diri	purnawirawan	0.06
diri	peragawati	0.14
diri	demokrat	0.24
diri	mantri	0.11
diri	syuhada	0.14
diri	sekuriti	0.21
diri	mujahid	0.19
diri	idiot	0.1
diri	demokratik	0.26
diri	salesman	0.2
diri	eyang	0.12
diri	bajingan	0.14
diri	selebritas	0.29
diri	paramedis	0.17
diri	dirigen	0.19
diri	translator	0.09
diri	principal	0.08
diri	panitera	0.13
diri	panelis	0.11
diri	orator	0.07
diri	mursyid	0.17
diri	algojo	0.13
diri	pawang	0.08
diri	sersan	0.04
diri	rentenir	0.09
diri	kompeni	0.2
diri	superstar	0.16
diri	ekstremis	0.24
diri	perjaka	0.2
diri	comic	0.09
diri	jagal	0.12
diri	diva	0.19
diri	modernis	0.12
diri	sipir	0.17
diri	partisan	0.14
diri	patriot	0.21
diri	habib	0.12
diri	materialis	0.22
diri	inovator	0.21
diri	sahaya	0.29
diri	polwan	0.22
diri	mubaligh	0.1
diri	pemrakarsa	0.1
diri	mahasiwa	0.24
diri	observer	0.15
diri	saintis	0.16
diri	akrobatik	0.18
diri	raden	0.15
diri	volunteer	0.15
diri	bintara	0.2
diri	cagub	0.24
diri	kondektur	0.09
diri	opsir	0.08
diri	bodyguard	0.09
diri	negosiator	0.14
diri	agnostik	0.17
diri	angota	0.26
diri	reserse	0.13
diri	teknokrat	0.14
diri	oportunis	0.18
diri	flamboyan	0.16
diri	mucikari	0.09
diri	terperiksa	0.18
diri	biduan	0.13
diri	konstruktivis	0.14
diri	cerpenis	0.23
diri	sinden	0.09
diri	binatu	0.15
diri	kiyai	0.16
diri	romusha	0.08
diri	wapres	0.1
diri	pelayat	0.15
diri	bumiputera	0.24
diri	nyai	0.1
diri	mantu	0.17
diri	bartender	0.08
diri	enterpreneur	0.17
diri	ekstrovert	0.31
diri	formatur	0.16
diri	rohaniawan	0.18
diri	rasionalis	0.25
diri	gigolo	0.07
diri	presidium	0.11
diri	upline	0.16
diri	asesor	0.16
diri	nahkoda	0.13
diri	franchisee	0.2
diri	evaluator	0.2
diri	porter	0.14
diri	sensei	0.14
diri	buzzer	0.08
diri	lover	0.06
diri	sayyid	0.15
diri	keparat	0.19
diri	marsekal	0.08
diri	kontrolir	0.12
diri	mubalig	0.1
diri	organisator	0.12
diri	balerina	0.13
diri	selebgram	0.16
diri	bumiputra	0.25
diri	kopral	0.12
diri	kalifah	0.18
diri	perias	0.25
diri	arsiparis	0.14
diri	gentlemen	0.17
diri	waiter	0.09
diri	loper	0.08
diri	waliyullah	0.12
diri	marxis	0.17
diri	liberalis	0.15
diri	judoka	0.2
diri	businessman	0.17
diri	syaman	0.16
diri	widyaiswara	0.15
diri	learner	0.12
diri	ginekolog	0.09
diri	residivis	0.15
diri	tumenggung	0.17
diri	ketum	0.13
diri	murabbi	0.23
diri	wagub	0.17
diri	vlogger	0.17
diri	kapolda	0.16
diri	kacung	0.11
diri	koleris	0.29
diri	moralis	0.26
diri	propagandis	0.15
diri	voter	0.07
diri	adopter	0.19
diri	inlander	0.18
diri	peresensi	0.25
diri	klinisi	0.22
diri	jongos	0.2
diri	mayoret	0.15
diri	devi	0.16
diri	waskita	0.24
diri	ballerina	0.11
diri	enterpreneurship	0.22
diri	jugun	0.14
diri	mukminah	0.3
diri	teungku	0.07
diri	mandataris	0.14
diri	reformer	0.14
diri	grader	0.08
diri	sekularis	0.2
diri	filosuf	0.17
diri	konservator	0.13
diri	madam	0.13
diri	masbuk	0.14
diri	cendikia	0.15
diri	validator	0.14
diri	terroris	0.21
diri	duchess	0.09
diri	meneer	0.21
diri	godfather	0.14
diri	assessor	0.16
diri	paramedik	0.2
diri	egoistik	0.4
diri	floris	0.17
diri	biduanita	0.18
diri	clairvoyance	0.18
diri	bhiksuni	0.24
diri	evangelist	0.13
diri	gatekeeper	0.14
diri	diktaktor	0.22
diri	ekspat	0.19
diri	inspektor	0.19
diri	superintendent	0.11
diri	foreman	0.16
diri	golfer	0.08
diri	sebatangkara	0.29
diri	herpetolog	0.07
diri	strategist	0.1
diri	selebtwit	0.21
diri	achiever	0.17
diri	hispanik	0.19
diri	ghostwriter	0.14
diri	nulipara	0.23
diri	legalis	0.3
diri	networker	0.15
diri	monetaris	0.12
diri	pamongpraja	0.2
diri	pengibing	0.3
diri	taekwondoin	0.17
diri	paedofil	0.19
diri	campers	0.27
diri	pramusiwi	0.12
diri	wirausahaan	0.31
diri	kooperator	0.18
diri	perempuaan	0.33
diri	markonis	0.15
diri	sadomasokis	0.21
diri	mushalli	0.25
diri	mubayyin	0.03
diri	koder	0.29
diri	laksmana	0.21
diri	nonpartisipan	0.16
diri	kristalografer	0.17
diri	marbut	0.16
diri	snowboarder	0.11
diri	crossline	0.17
diri	murabi	0.26
diri	postrukturalis	0.2
diri	budayan	0.36
diri	penaluk	0.24
diri	propagandais	0.21
diri	khatamul	0.11
diri	controlleur	0.15
manusia	wanita	0.47
manusia	anggota	0.37
manusia	siswa	0.34
manusia	pihak	0.33
manusia	pria	0.41
manusia	guru	0.34
manusia	perempuan	0.43
manusia	teman	0.3
manusia	warga	0.4
manusia	bayi	0.41
manusia	mahasiswa	0.35
manusia	dokter	0.28
manusia	internet	0.31
manusia	raja	0.37
manusia	rakyat	0.43
manusia	ahli	0.38
manusia	tokoh	0.35
manusia	tenaga	0.42
manusia	kaum	0.45
manusia	istri	0.31
manusia	militer	0.33
manusia	gadis	0.33
manusia	dewasa	0.43
manusia	suami	0.31
manusia	calon	0.3
manusia	asing	0.38
manusia	ayah	0.27
manusia	tamu	0.25
manusia	remaja	0.37
manusia	umat	0.68
manusia	mantan	0.25
manusia	publik	0.36
manusia	korban	0.36
manusia	konsumen	0.39
manusia	putra	0.21
manusia	saudara	0.3
manusia	putri	0.23
manusia	presiden	0.24
manusia	makhluk	0.76
manusia	pasien	0.37
manusia	polisi	0.26
manusia	sobat	0.26
manusia	sahabat	0.34
manusia	staf	0.2
manusia	aktor	0.33
manusia	ulama	0.33
manusia	artis	0.32
manusia	lawan	0.29
manusia	kontak	0.24
manusia	lelaki	0.41
manusia	murid	0.3
manusia	ketua	0.24
manusia	wakil	0.33
manusia	pegawai	0.32
manusia	musuh	0.39
manusia	adik	0.22
manusia	dewa	0.4
manusia	mas	0.16
manusia	kakak	0.2
manusia	produsen	0.33
manusia	menteri	0.26
manusia	mitra	0.25
manusia	raksasa	0.39
manusia	blogger	0.27
manusia	manajer	0.3
manusia	dosen	0.31
manusia	sutradara	0.22
manusia	buruh	0.34
manusia	nenek	0.28
manusia	induk	0.34
manusia	rekan	0.28
manusia	tetangga	0.25
manusia	kuasa	0.34
manusia	bandar	0.17
manusia	malaikat	0.48
manusia	gubernur	0.21
manusia	prajurit	0.37
manusia	admin	0.13
manusia	tukang	0.25
manusia	user	0.29
manusia	operator	0.24
manusia	pakar	0.34
manusia	wartawan	0.24
manusia	pacar	0.21
manusia	produser	0.26
manusia	senior	0.23
manusia	wali	0.22
manusia	saksi	0.29
manusia	kawan	0.31
manusia	hamba	0.47
manusia	seniman	0.37
manusia	musisi	0.31
manusia	hakim	0.29
manusia	kaisar	0.26
manusia	famili	0.14
manusia	pahlawan	0.28
manusia	sarjana	0.28
manusia	investor	0.26
manusia	haji	0.22
manusia	perwira	0.24
manusia	eksekutif	0.27
manusia	budak	0.39
manusia	mama	0.22
manusia	cucu	0.31
manusia	bupati	0.17
manusia	nelayan	0.3
manusia	hantu	0.34
manusia	atlet	0.28
manusia	isteri	0.33
manusia	leader	0.16
manusia	pendeta	0.3
manusia	direktur	0.19
manusia	formasi	0.2
manusia	panitia	0.18
manusia	aktivis	0.31
manusia	official	0.15
manusia	jenderal	0.22
manusia	kafir	0.38
manusia	pilot	0.23
manusia	kandidat	0.28
manusia	mayat	0.39
manusia	wasit	0.12
manusia	balita	0.31
manusia	pangeran	0.28
manusia	asisten	0.22
manusia	responden	0.19
manusia	juru	0.19
manusia	awak	0.29
manusia	distributor	0.19
manusia	kakek	0.27
manusia	profesor	0.27
manusia	komandan	0.24
manusia	kerabat	0.28
manusia	komunis	0.32
manusia	teroris	0.3
manusia	leluhur	0.41
manusia	arsitek	0.25
manusia	politisi	0.31
manusia	ratu	0.26
manusia	pribumi	0.34
manusia	desainer	0.26
manusia	kapten	0.17
manusia	sekutu	0.28
manusia	alumni	0.2
manusia	sponsor	0.12
manusia	master	0.16
manusia	spesialis	0.22
manusia	atasan	0.22
manusia	santri	0.25
manusia	sekretaris	0.2
manusia	putera	0.22
manusia	kritikus	0.24
manusia	abang	0.19
manusia	oknum	0.32
manusia	konsultan	0.23
manusia	player	0.15
manusia	filsuf	0.38
manusia	turis	0.32
manusia	monster	0.4
manusia	mahluk	0.71
manusia	tante	0.13
manusia	bidan	0.19
manusia	rasul	0.39
manusia	iblis	0.49
manusia	janda	0.18
manusia	jamaah	0.29
manusia	fotografer	0.28
manusia	elit	0.31
manusia	kader	0.32
manusia	waris	0.23
manusia	insinyur	0.31
manusia	subyek	0.42
manusia	dukun	0.3
manusia	audit	0.18
manusia	kru	0.25
manusia	sopir	0.2
manusia	duta	0.27
manusia	doktor	0.23
manusia	bubur	0.24
manusia	bocah	0.31
manusia	driver	0.14
manusia	intelijen	0.3
manusia	praktisi	0.31
manusia	walikota	0.19
manusia	obesitas	0.25
manusia	siswi	0.25
manusia	finalis	0.23
manusia	sultan	0.24
manusia	panglima	0.26
manusia	imigran	0.26
manusia	hacker	0.21
manusia	puteri	0.22
manusia	optimis	0.23
manusia	family	0.12
manusia	resepsionis	0.11
manusia	bajak	0.23
manusia	delegasi	0.21
manusia	revolusioner	0.29
manusia	developer	0.16
manusia	keponakan	0.22
manusia	teknisi	0.26
manusia	jago	0.21
manusia	ninja	0.22
manusia	kiper	0.2
manusia	propaganda	0.25
manusia	nasionalis	0.24
manusia	netizen	0.25
manusia	mahasiswi	0.28
manusia	mempelai	0.25
manusia	psikolog	0.29
manusia	analis	0.17
manusia	donor	0.27
manusia	striker	0.22
manusia	ekonom	0.23
manusia	sufi	0.29
manusia	tuna	0.22
manusia	supir	0.22
manusia	konselor	0.25
manusia	diplomat	0.24
manusia	ksatria	0.29
manusia	dalang	0.23
manusia	rektor	0.21
manusia	inspeksi	0.15
manusia	wirausaha	0.29
manusia	majikan	0.27
manusia	administrator	0.22
manusia	ojek	0.18
manusia	general	0.21
manusia	kapitalis	0.35
manusia	suporter	0.23
manusia	alim	0.28
manusia	mukmin	0.42
manusia	siluman	0.3
manusia	suster	0.17
manusia	guide	0.13
manusia	detektif	0.22
manusia	jaksa	0.22
manusia	agent	0.18
manusia	kolektor	0.26
manusia	business	0.14
manusia	macan	0.29
manusia	elite	0.25
manusia	pendekar	0.25
manusia	pastor	0.26
manusia	sanak	0.2
manusia	kontributor	0.23
manusia	trader	0.25
manusia	preman	0.23
manusia	mafia	0.19
manusia	direksi	0.23
manusia	konduktor	0.17
manusia	fasilitator	0.21
manusia	miss	0.08
manusia	kristen	0.38
manusia	partisipan	0.27
manusia	bibi	0.15
manusia	pramuka	0.21
manusia	birokrat	0.31
manusia	pensiunan	0.22
manusia	anarkis	0.27
manusia	mentor	0.2
manusia	rias	0.17
manusia	botani	0.26
manusia	programmer	0.31
manusia	designer	0.18
manusia	hadirin	0.23
manusia	jemaah	0.31
manusia	narapidana	0.32
manusia	kasir	0.15
manusia	panutan	0.26
manusia	gerombolan	0.3
manusia	biksu	0.24
manusia	debitur	0.22
manusia	supplier	0.22
manusia	diktator	0.27
manusia	abdi	0.26
manusia	sesepuh	0.24
manusia	lesbian	0.26
manusia	lurah	0.12
manusia	satpam	0.21
manusia	kurir	0.18
manusia	engineer	0.27
manusia	migran	0.32
manusia	koruptor	0.31
manusia	demonstran	0.21
manusia	sandera	0.19
manusia	astronot	0.32
manusia	serdadu	0.27
manusia	martir	0.2
manusia	kiai	0.21
manusia	pramugari	0.2
manusia	motivator	0.24
manusia	kesatria	0.26
manusia	bendahara	0.17
manusia	downline	0.18
manusia	perawi	0.23
manusia	kuli	0.26
manusia	kreditur	0.18
manusia	kyai	0.2
manusia	biang	0.26
manusia	pesimis	0.24
manusia	saudagar	0.24
manusia	audiens	0.27
manusia	dai	0.25
manusia	maling	0.23
manusia	regulator	0.17
manusia	founder	0.07
manusia	moderator	0.18
manusia	pujangga	0.31
manusia	alumnus	0.17
manusia	komunikator	0.29
manusia	entrepreneur	0.26
manusia	redaktur	0.24
manusia	separatis	0.17
manusia	bujang	0.19
manusia	mumi	0.3
manusia	independent	0.21
manusia	konsul	0.16
manusia	tutor	0.12
manusia	laskar	0.19
manusia	badut	0.21
manusia	informan	0.17
manusia	mediator	0.31
manusia	humas	0.18
manusia	psikiater	0.17
manusia	otodidak	0.14
manusia	cleaning	0.13
manusia	indo	0.16
manusia	pesepakbola	0.3
manusia	filosof	0.37
manusia	krama	0.24
manusia	brahmana	0.25
manusia	simpatisan	0.23
manusia	petahana	0.16
manusia	musafir	0.34
manusia	duda	0.07
manusia	eksportir	0.18
manusia	guest	0.14
manusia	wiraswasta	0.13
manusia	nona	0.13
manusia	deputi	0.13
manusia	buronan	0.13
manusia	ateis	0.31
manusia	sosiolog	0.24
manusia	narator	0.19
manusia	maestro	0.19
manusia	perompak	0.29
manusia	tabib	0.24
manusia	konseli	0.26
manusia	woman	0.16
manusia	punggawa	0.19
manusia	firaun	0.34
manusia	humanis	0.38
manusia	intel	0.14
manusia	tameng	0.22
manusia	komunikan	0.27
manusia	pengamen	0.24
manusia	naturalis	0.31
manusia	waria	0.26
manusia	technical	0.1
manusia	marinir	0.21
manusia	bandit	0.22
manusia	inspektur	0.16
manusia	syetan	0.4
manusia	pecundang	0.23
manusia	borjuis	0.23
manusia	pialang	0.16
manusia	ekspatriat	0.24
manusia	praja	0.19
manusia	miliarder	0.18
manusia	satria	0.17
manusia	laksamana	0.21
manusia	maniak	0.26
manusia	transmigran	0.24
manusia	blasteran	0.19
manusia	mujtahid	0.3
manusia	tiran	0.31
manusia	decision	0.04
manusia	sepuh	0.2
manusia	resign	0.05
manusia	marketer	0.22
manusia	prabu	0.17
manusia	koboi	0.2
manusia	persona	0.27
manusia	fighter	0.14
manusia	pegiat	0.3
manusia	priyayi	0.17
manusia	mbok	0.12
manusia	agamis	0.31
manusia	purnawirawan	0.13
manusia	peragawati	0.18
manusia	demokrat	0.18
manusia	mantri	0.16
manusia	syuhada	0.19
manusia	sekuriti	0.19
manusia	mujahid	0.24
manusia	idiot	0.21
manusia	demokratik	0.32
manusia	salesman	0.2
manusia	eyang	0.16
manusia	bajingan	0.28
manusia	selebritas	0.27
manusia	paramedis	0.28
manusia	dirigen	0.2
manusia	translator	0.09
manusia	principal	0.12
manusia	panitera	0.16
manusia	panelis	0.18
manusia	orator	0.16
manusia	mursyid	0.2
manusia	algojo	0.22
manusia	pawang	0.22
manusia	sersan	0.05
manusia	rentenir	0.14
manusia	kompeni	0.22
manusia	superstar	0.23
manusia	ekstremis	0.25
manusia	perjaka	0.21
manusia	comic	0.17
manusia	jagal	0.27
manusia	diva	0.13
manusia	modernis	0.26
manusia	sipir	0.23
manusia	partisan	0.23
manusia	patriot	0.18
manusia	habib	0.13
manusia	materialis	0.41
manusia	inovator	0.31
manusia	sahaya	0.26
manusia	polwan	0.22
manusia	mubaligh	0.18
manusia	pemrakarsa	0.22
manusia	mahasiwa	0.28
manusia	observer	0.16
manusia	saintis	0.44
manusia	akrobatik	0.19
manusia	raden	0.1
manusia	volunteer	0.16
manusia	bintara	0.22
manusia	cagub	0.18
manusia	kondektur	0.11
manusia	opsir	0.13
manusia	bodyguard	0.13
manusia	negosiator	0.18
manusia	agnostik	0.2
manusia	angota	0.27
manusia	reserse	0.17
manusia	teknokrat	0.27
manusia	oportunis	0.27
manusia	flamboyan	0.12
manusia	mucikari	0.18
manusia	terperiksa	0.14
manusia	biduan	0.15
manusia	konstruktivis	0.23
manusia	cerpenis	0.26
manusia	sinden	0.13
manusia	binatu	0.14
manusia	kiyai	0.17
manusia	romusha	0.26
manusia	wapres	0.15
manusia	pelayat	0.23
manusia	bumiputera	0.28
manusia	nyai	0.14
manusia	mantu	0.13
manusia	bartender	0.15
manusia	enterpreneur	0.22
manusia	ekstrovert	0.25
manusia	formatur	0.15
manusia	rohaniawan	0.29
manusia	rasionalis	0.39
manusia	gigolo	0.19
manusia	presidium	0.2
manusia	upline	0.07
manusia	asesor	0.12
manusia	nahkoda	0.18
manusia	franchisee	0.17
manusia	evaluator	0.22
manusia	porter	0.14
manusia	sensei	0.11
manusia	buzzer	0.12
manusia	lover	0.16
manusia	sayyid	0.21
manusia	keparat	0.32
manusia	marsekal	0.21
manusia	kontrolir	0.12
manusia	mubalig	0.15
manusia	organisator	0.2
manusia	balerina	0.14
manusia	selebgram	0.12
manusia	bumiputra	0.29
manusia	kopral	0.1
manusia	kalifah	0.39
manusia	perias	0.15
manusia	arsiparis	0.26
manusia	gentlemen	0.08
