noun_w_orang	noun_w_orang_only	cossim
sasaran	penghubung	0.22
sasaran	pesaing	0.35
sasaran	pengawas	0.26
sasaran	oknum	0.24
sasaran	penjahat	0.33
sasaran	pelaksana	0.37
sasaran	konsultan	0.21
sasaran	kebangsaan	0.23
sasaran	pembicara	0.28
sasaran	turis	0.24
sasaran	bidan	0.16
sasaran	rasul	0.13
sasaran	iblis	0.24
sasaran	demonstrasi	0.28
sasaran	janda	0.2
sasaran	pengantar	0.19
sasaran	elit	0.27
sasaran	kader	0.27
sasaran	waris	0.15
sasaran	insinyur	0.09
sasaran	dukun	0.21
sasaran	audit	0.28
sasaran	pendengar	0.32
sasaran	pendamping	0.33
sasaran	duta	0.25
sasaran	doktor	0.15
sasaran	bubur	0.11
sasaran	pewaris	0.13
sasaran	intelijen	0.26
sasaran	praktisi	0.24
sasaran	pengungsi	0.25
sasaran	walikota	0.17
sasaran	finalis	0.18
sasaran	pengendara	0.23
sasaran	pencuri	0.29
sasaran	panglima	0.23
sasaran	imigran	0.22
sasaran	pemburu	0.32
sasaran	pengawal	0.27
sasaran	penemu	0.16
sasaran	resepsionis	0.06
sasaran	delegasi	0.19
sasaran	pengemudi	0.18
sasaran	penerjemah	0.2
sasaran	pemandu	0.28
sasaran	tawanan	0.24
sasaran	penegak	0.26
sasaran	spektrum	0.28
sasaran	penutur	0.2
sasaran	penyihir	0.11
sasaran	keponakan	0.08
sasaran	teknisi	0.13
sasaran	jago	0.22
sasaran	kiper	0.25
sasaran	pelamar	0.19
sasaran	pemasok	0.27
sasaran	propaganda	0.34
sasaran	penanda	0.28
sasaran	pemikir	0.22
sasaran	saingan	0.34
sasaran	pembimbing	0.22
sasaran	petinggi	0.21
sasaran	pelaut	0.14
sasaran	pengrajin	0.15
sasaran	analis	0.19
sasaran	striker	0.25
sasaran	ekonom	0.17
sasaran	tuna	0.25
sasaran	langganan	0.25
sasaran	pencinta	0.19
sasaran	supir	0.15
sasaran	kenalan	0.15
sasaran	penyidik	0.17
sasaran	pelacur	0.22
sasaran	ksatria	0.15
sasaran	pengirim	0.31
sasaran	dalang	0.24
sasaran	perusak	0.28
sasaran	wirausaha	0.23
sasaran	majikan	0.2
sasaran	administrator	0.15
sasaran	pucuk	0.28
sasaran	pendiam	0.13
sasaran	kapitalis	0.21
sasaran	agensi	0.2
sasaran	mukmin	0.17
sasaran	pemeluk	0.23
sasaran	detektif	0.14
sasaran	penikmat	0.27
sasaran	jaksa	0.19
sasaran	pemangku	0.24
sasaran	perampok	0.27
sasaran	pelarian	0.28
sasaran	kolektor	0.18
sasaran	macan	0.19
sasaran	pengidap	0.16
sasaran	preman	0.22
sasaran	penunjuk	0.29
sasaran	pemuka	0.2
sasaran	pengemis	0.23
sasaran	direksi	0.1
sasaran	pemusik	0.18
sasaran	sukarelawan	0.2
sasaran	fasilitator	0.26
sasaran	kristen	0.18
sasaran	penerbang	0.18
sasaran	bibi	0.14
sasaran	pejalan	0.22
sasaran	pramuka	0.21
sasaran	petinju	0.25
sasaran	penyandang	0.28
sasaran	penanggung	0.3
sasaran	penolong	0.19
sasaran	botani	0.08
sasaran	jagoan	0.24
sasaran	penembak	0.33
sasaran	penipu	0.22
sasaran	jemaah	0.23
sasaran	debitur	0.22
sasaran	diktator	0.16
sasaran	penyelamat	0.22
sasaran	abdi	0.09
sasaran	lurah	0.2
sasaran	pendaftar	0.18
sasaran	milisi	0.22
sasaran	pelari	0.27
sasaran	pengiring	0.26
sasaran	penata	0.16
sasaran	pengambil	0.3
sasaran	penuntut	0.21
sasaran	demonstran	0.2
sasaran	sandera	0.21
sasaran	pembina	0.29
sasaran	astronot	0.11
sasaran	serdadu	0.21
sasaran	tanggungan	0.23
sasaran	pencetus	0.26
sasaran	pemangsa	0.31
sasaran	bendahara	0.21
sasaran	penyebar	0.25
sasaran	kuli	0.17
sasaran	kreditur	0.15
sasaran	pemesan	0.24
sasaran	biang	0.29
sasaran	dermawan	0.16
sasaran	pemeriksa	0.17
sasaran	negarawan	0.15
sasaran	pengukur	0.23
sasaran	penambang	0.08
sasaran	pembajak	0.22
sasaran	budayawan	0.14
sasaran	perekam	0.2
sasaran	penyayang	0.14
sasaran	pemukul	0.3
sasaran	perencana	0.35
sasaran	pengumpul	0.26
sasaran	separatis	0.22
sasaran	mumi	0.05
sasaran	wirausahawan	0.27
sasaran	penangkap	0.25
sasaran	informan	0.32
sasaran	humas	0.21
sasaran	penyelam	0.17
sasaran	pemasar	0.35
sasaran	pemalas	0.15
sasaran	penarik	0.28
sasaran	pengembara	0.22
sasaran	cleaning	0.06
sasaran	gerilyawan	0.26
sasaran	penggagas	0.17
sasaran	duda	0.13
sasaran	penyembah	0.22
sasaran	penilai	0.25
sasaran	penguji	0.22
sasaran	eksportir	0.14
sasaran	wiraswasta	0.08
sasaran	nona	0.09
sasaran	deputi	0.13
sasaran	pengunjuk	0.17
sasaran	penyembuh	0.21
sasaran	rohaniwan	0.23
sasaran	pemanah	0.35
sasaran	firaun	0.11
sasaran	penyelidik	0.14
sasaran	penampil	0.19
sasaran	peranakan	0.12
sasaran	marinir	0.13
sasaran	suruhan	0.23
sasaran	inspektur	0.17
sasaran	pialang	0.14
sasaran	miliarder	0.12
sasaran	satria	0.11
sasaran	usahawan	0.27
sasaran	pelapor	0.25
sasaran	pemahat	0.14
sasaran	penunggu	0.14
sasaran	penurut	0.17
sasaran	pengusul	0.21
sasaran	pemimpi	0.2
sasaran	penyusup	0.29
sasaran	pemungut	0.22
sasaran	penceramah	0.25
sasaran	penggarap	0.19
sasaran	pelupa	0.16
sasaran	perupa	0.16
sasaran	panelis	0.22
sasaran	penyendiri	0.17
sasaran	pemateri	0.22
sasaran	penggali	0.16
sasaran	penukar	0.2
sasaran	penyabar	0.19
sasaran	habib	0.09
sasaran	pelempar	0.34
sasaran	pemborong	0.2
sasaran	pendemo	0.25
sasaran	pencerita	0.24
sasaran	penyelundup	0.18
sasaran	penganggur	0.23
sasaran	penggiling	0.16
sasaran	penterjemah	0.15
sasaran	pengulas	0.18
sasaran	penagih	0.25
sasaran	hartawan	0.21
sasaran	perumus	0.27
sasaran	wapres	0.2
sasaran	peniup	0.12
sasaran	penggalang	0.26
sasaran	pembenci	0.23
sasaran	pengkaji	0.22
sasaran	pembebas	0.25
sasaran	pemetik	0.18
sasaran	penjilat	0.17
sasaran	pencabut	0.15
sasaran	peramah	0.12
sasaran	pengukir	0.16
sasaran	pengejar	0.37
sasaran	pemerah	0.24
sasaran	wiraswastawan	0.18
sasaran	pemulia	0.18
sasaran	penendang	0.43
sasaran	penyimak	0.3
sasaran	pelestari	0.18
sasaran	penjemput	0.19
sasaran	pembaru	0.22
sasaran	marxis	0.17
sasaran	penghayat	0.25
sasaran	pengadu	0.23
sasaran	pemasak	0.18
sasaran	pembobol	0.29
sasaran	penggemblengan	0.26
sasaran	penghasut	0.24
sasaran	penderma	0.18
sasaran	pemaksa	0.22
sasaran	peragu	0.24
sasaran	pengekor	0.31
sasaran	perayu	0.23
sasaran	pendebat	0.2
sasaran	penyuara	0.25
sasaran	pemimpinan	0.3
sasaran	penghadang	0.34
sasaran	pengasah	0.27
sasaran	madam	0.09
sasaran	pengutang	0.27
sasaran	pembisik	0.23
sasaran	pengetuk	0.24
sasaran	pemberang	0.31
sasaran	peneguh	0.26
sasaran	pewirausaha	0.3
sasaran	pencuriga	0.29
sasaran	pengalah	0.33
sasaran	pengalasan	0.36
sasaran	pengamuk	0.31
pembuat	sutradara	0.42
pembuat	buruh	0.39
pembuat	penjual	0.55
pembuat	pengganti	0.42
pembuat	nenek	0.25
pembuat	induk	0.26
pembuat	rekan	0.32
pembuat	perwakilan	0.31
pembuat	lulusan	0.28
pembuat	tetangga	0.23
pembuat	kuasa	0.23
pembuat	bandar	0.21
pembuat	terapi	0.21
pembuat	pembeli	0.44
pembuat	malaikat	0.25
pembuat	penerima	0.39
pembuat	gubernur	0.24
pembuat	prajurit	0.29
pembuat	tukang	0.53
pembuat	operator	0.39
pembuat	pakar	0.44
pembuat	wartawan	0.34
pembuat	pacar	0.18
pembuat	pergerakan	0.26
pembuat	produser	0.51
pembuat	senior	0.3
pembuat	wali	0.23
pembuat	saksi	0.27
pembuat	kawan	0.29
pembuat	hamba	0.25
pembuat	obyek	0.29
pembuat	pemegang	0.45
pembuat	seniman	0.46
pembuat	dewan	0.34
pembuat	penyedia	0.54
pembuat	penjaga	0.32
pembuat	hakim	0.33
pembuat	kaisar	0.21
pembuat	pencari	0.43
pembuat	famili	0.15
pembuat	pahlawan	0.31
pembuat	pembawa	0.43
pembuat	undangan	0.3
pembuat	cadangan	0.25
pembuat	pemeran	0.41
pembuat	investor	0.38
pembuat	perwira	0.28
pembuat	bangsawan	0.23
pembuat	legenda	0.27
pembuat	pembantu	0.36
pembuat	pengarang	0.43
pembuat	eksekutif	0.4
pembuat	budak	0.23
pembuat	mama	0.11
pembuat	kerangka	0.37
pembuat	pengelola	0.48
pembuat	cucu	0.21
pembuat	tambang	0.28
pembuat	nelayan	0.31
pembuat	hantu	0.2
pembuat	atlet	0.27
pembuat	isteri	0.18
pembuat	pendeta	0.27
pembuat	pejuang	0.29
pembuat	tahanan	0.22
pembuat	pengikut	0.26
pembuat	direktur	0.35
pembuat	rombongan	0.21
pembuat	politikus	0.39
pembuat	formasi	0.15
pembuat	panitia	0.32
pembuat	aktivis	0.33
pembuat	jenderal	0.3
pembuat	pengajar	0.37
pembuat	pilot	0.28
pembuat	kandidat	0.28
pembuat	mayat	0.21
pembuat	subjek	0.29
pembuat	pendidik	0.36
pembuat	wasit	0.22
pembuat	balita	0.18
pembuat	penghuni	0.26
pembuat	pangeran	0.22
pembuat	pengembang	0.56
pembuat	asisten	0.32
pembuat	responden	0.17
pembuat	juru	0.36
pembuat	jajaran	0.33
pembuat	awak	0.24
pembuat	distributor	0.43
pembuat	kakek	0.27
pembuat	pembuka	0.38
pembuat	profesor	0.29
pembuat	penari	0.31
pembuat	pemberi	0.5
pembuat	komandan	0.26
pembuat	kerabat	0.23
pembuat	pelayan	0.35
pembuat	komunis	0.23
pembuat	teroris	0.27
pembuat	pendatang	0.32
pembuat	arsitek	0.38
pembuat	politisi	0.39
pembuat	ratu	0.26
pembuat	pembunuh	0.39
pembuat	penyelenggara	0.41
pembuat	turunan	0.31
pembuat	pelukis	0.38
pembuat	desainer	0.5
pembuat	utusan	0.23
pembuat	kapten	0.19
pembuat	pembiayaan	0.26
pembuat	pengacara	0.35
pembuat	sekutu	0.22
pembuat	alumni	0.22
pembuat	perawat	0.29
pembuat	penganut	0.32
pembuat	sponsor	0.28
pembuat	atasan	0.21
pembuat	pengamat	0.41
pembuat	vokalis	0.2
pembuat	santri	0.22
pembuat	sekretaris	0.27
pembuat	jurnalis	0.37
pembuat	kritikus	0.35
pembuat	penghubung	0.25
pembuat	pesaing	0.31
pembuat	pengawas	0.38
pembuat	oknum	0.3
pembuat	penjahat	0.4
pembuat	pelaksana	0.48
pembuat	konsultan	0.41
pembuat	kebangsaan	0.26
pembuat	pembicara	0.32
pembuat	turis	0.28
pembuat	bidan	0.2
pembuat	rasul	0.25
pembuat	iblis	0.25
pembuat	demonstrasi	0.25
pembuat	janda	0.2
pembuat	pengantar	0.39
pembuat	elit	0.29
pembuat	kader	0.27
pembuat	waris	0.29
pembuat	insinyur	0.4
pembuat	dukun	0.3
pembuat	audit	0.22
pembuat	pendengar	0.29
pembuat	pendamping	0.33
pembuat	duta	0.23
pembuat	doktor	0.2
pembuat	bubur	0.27
pembuat	pewaris	0.3
pembuat	intelijen	0.29
pembuat	praktisi	0.42
pembuat	pengungsi	0.19
pembuat	walikota	0.26
pembuat	finalis	0.19
pembuat	pengendara	0.33
pembuat	pencuri	0.39
pembuat	panglima	0.27
pembuat	imigran	0.28
pembuat	pemburu	0.41
pembuat	pengawal	0.24
pembuat	penemu	0.53
pembuat	resepsionis	0.15
pembuat	delegasi	0.21
pembuat	pengemudi	0.35
pembuat	penerjemah	0.39
pembuat	pemandu	0.38
pembuat	tawanan	0.2
pembuat	penegak	0.43
pembuat	spektrum	0.15
pembuat	penutur	0.29
pembuat	penyihir	0.3
pembuat	keponakan	0.22
pembuat	teknisi	0.47
pembuat	jago	0.29
pembuat	kiper	0.15
pembuat	pelamar	0.22
pembuat	pemasok	0.47
pembuat	propaganda	0.27
pembuat	penanda	0.33
pembuat	pemikir	0.39
pembuat	saingan	0.29
pembuat	pembimbing	0.27
pembuat	petinggi	0.36
pembuat	pelaut	0.29
pembuat	pengrajin	0.52
pembuat	analis	0.42
pembuat	striker	0.18
pembuat	ekonom	0.37
pembuat	tuna	0.22
pembuat	langganan	0.33
pembuat	pencinta	0.39
pembuat	supir	0.32
pembuat	kenalan	0.3
pembuat	penyidik	0.34
pembuat	pelacur	0.26
pembuat	ksatria	0.2
pembuat	pengirim	0.4
pembuat	dalang	0.36
pembuat	perusak	0.37
pembuat	wirausaha	0.35
pembuat	majikan	0.26
pembuat	administrator	0.34
pembuat	pucuk	0.19
pembuat	pendiam	0.17
pembuat	kapitalis	0.29
pembuat	agensi	0.26
pembuat	mukmin	0.23
pembuat	pemeluk	0.21
pembuat	detektif	0.3
pembuat	penikmat	0.49
pembuat	jaksa	0.26
pembuat	pemangku	0.35
pembuat	perampok	0.27
pembuat	pelarian	0.17
pembuat	kolektor	0.37
pembuat	macan	0.28
pembuat	pengidap	0.26
pembuat	preman	0.23
pembuat	penunjuk	0.31
pembuat	pemuka	0.37
pembuat	pengemis	0.27
pembuat	direksi	0.3
pembuat	pemusik	0.39
pembuat	sukarelawan	0.28
pembuat	fasilitator	0.3
pembuat	kristen	0.22
pembuat	penerbang	0.25
pembuat	bibi	0.2
pembuat	pejalan	0.3
pembuat	pramuka	0.24
pembuat	petinju	0.25
pembuat	penyandang	0.36
pembuat	penanggung	0.35
pembuat	penolong	0.33
pembuat	botani	0.26
pembuat	jagoan	0.28
pembuat	penembak	0.32
pembuat	penipu	0.3
pembuat	jemaah	0.16
pembuat	debitur	0.23
pembuat	diktator	0.25
pembuat	penyelamat	0.33
pembuat	abdi	0.23
pembuat	lurah	0.12
pembuat	pendaftar	0.16
pembuat	milisi	0.2
pembuat	pelari	0.28
pembuat	pengiring	0.3
pembuat	penata	0.44
pembuat	pengambil	0.57
pembuat	penuntut	0.34
pembuat	demonstran	0.22
pembuat	sandera	0.15
pembuat	pembina	0.36
pembuat	astronot	0.21
pembuat	serdadu	0.19
pembuat	tanggungan	0.21
pembuat	pencetus	0.42
pembuat	pemangsa	0.24
pembuat	bendahara	0.2
pembuat	penyebar	0.42
pembuat	kuli	0.3
pembuat	kreditur	0.28
pembuat	pemesan	0.41
pembuat	biang	0.32
pembuat	dermawan	0.22
pembuat	pemeriksa	0.34
pembuat	negarawan	0.3
pembuat	pengukur	0.37
pembuat	penambang	0.33
pembuat	pembajak	0.32
pembuat	budayawan	0.28
pembuat	perekam	0.4
pembuat	penyayang	0.2
pembuat	pemukul	0.28
pembuat	perencana	0.49
pembuat	pengumpul	0.42
pembuat	separatis	0.28
pembuat	mumi	0.16
pembuat	wirausahawan	0.34
pembuat	penangkap	0.37
pembuat	informan	0.22
pembuat	humas	0.27
pembuat	penyelam	0.26
pembuat	pemasar	0.46
pembuat	pemalas	0.26
pembuat	penarik	0.36
pembuat	pengembara	0.36
pembuat	cleaning	0.22
pembuat	gerilyawan	0.18
pembuat	penggagas	0.43
pembuat	duda	0.16
pembuat	penyembah	0.28
pembuat	penilai	0.39
pembuat	penguji	0.36
pembuat	eksportir	0.42
pembuat	wiraswasta	0.26
pembuat	nona	0.17
pembuat	deputi	0.21
pembuat	pengunjuk	0.23
pembuat	penyembuh	0.3
pembuat	rohaniwan	0.27
pembuat	pemanah	0.23
pembuat	firaun	0.16
pembuat	penyelidik	0.32
pembuat	penampil	0.35
pembuat	peranakan	0.25
pembuat	marinir	0.18
pembuat	suruhan	0.28
pembuat	inspektur	0.34
pembuat	pialang	0.32
pembuat	miliarder	0.23
pembuat	satria	0.19
pembuat	usahawan	0.37
pembuat	pelapor	0.34
pembuat	pemahat	0.42
pembuat	penunggu	0.25
pembuat	penurut	0.22
pembuat	pengusul	0.4
pembuat	pemimpi	0.28
pembuat	penyusup	0.26
pembuat	pemungut	0.34
pembuat	penceramah	0.29
pembuat	penggarap	0.41
pembuat	pelupa	0.24
pembuat	perupa	0.3
pembuat	panelis	0.3
pembuat	penyendiri	0.22
pembuat	pemateri	0.25
pembuat	penggali	0.41
pembuat	penukar	0.32
pembuat	penyabar	0.17
pembuat	habib	0.16
pembuat	pelempar	0.33
pembuat	pemborong	0.39
pembuat	pendemo	0.27
pembuat	pencerita	0.36
pembuat	penyelundup	0.29
pembuat	penganggur	0.26
pembuat	penggiling	0.4
pembuat	penterjemah	0.32
pembuat	pengulas	0.34
pembuat	penagih	0.27
pembuat	hartawan	0.23
pembuat	perumus	0.44
pembuat	wapres	0.15
pembuat	peniup	0.37
pembuat	penggalang	0.3
pembuat	pembenci	0.33
pembuat	pengkaji	0.35
pembuat	pembebas	0.25
pembuat	pemetik	0.34
pembuat	penjilat	0.24
pembuat	pencabut	0.36
pembuat	peramah	0.18
pembuat	pengukir	0.48
pembuat	pengejar	0.31
pembuat	pemerah	0.32
pembuat	wiraswastawan	0.32
pembuat	pemulia	0.31
pembuat	penendang	0.26
pembuat	penyimak	0.35
pembuat	pelestari	0.36
pembuat	penjemput	0.26
pembuat	pembaru	0.37
pembuat	marxis	0.2
pembuat	penghayat	0.26
pembuat	pengadu	0.38
pembuat	pemasak	0.38
pembuat	pembobol	0.33
pembuat	penggemblengan	0.16
pembuat	penghasut	0.34
pembuat	penderma	0.2
pembuat	pemaksa	0.35
pembuat	peragu	0.26
pembuat	pengekor	0.39
pembuat	perayu	0.32
pembuat	pendebat	0.23
pembuat	penyuara	0.32
pembuat	pemimpinan	0.24
pembuat	penghadang	0.29
pembuat	pengasah	0.4
pembuat	madam	0.2
pembuat	pengutang	0.31
pembuat	pembisik	0.3
pembuat	pengetuk	0.35
pembuat	pemberang	0.31
pembuat	peneguh	0.3
pembuat	pewirausaha	0.36
pembuat	pencuriga	0.32
pembuat	pengalah	0.4
pembuat	pengalasan	0.34
pembuat	pengamuk	0.33
sutradara	buruh	0.21
sutradara	penjual	0.25
sutradara	pengganti	0.22
sutradara	nenek	0.27
sutradara	induk	0.1
sutradara	rekan	0.33
sutradara	perwakilan	0.31
sutradara	lulusan	0.3
sutradara	tetangga	0.18
sutradara	kuasa	0.2
sutradara	bandar	0.2
sutradara	terapi	0.14
sutradara	pembeli	0.23
sutradara	malaikat	0.19
sutradara	penerima	0.33
sutradara	gubernur	0.31
sutradara	prajurit	0.26
sutradara	tukang	0.24
sutradara	operator	0.32
sutradara	pakar	0.33
sutradara	wartawan	0.41
sutradara	pacar	0.27
sutradara	pergerakan	0.2
sutradara	produser	0.73
sutradara	senior	0.4
sutradara	wali	0.24
sutradara	saksi	0.22
sutradara	kawan	0.25
sutradara	hamba	0.2
sutradara	obyek	0.19
sutradara	pemegang	0.23
sutradara	seniman	0.49
sutradara	dewan	0.28
sutradara	penyedia	0.27
sutradara	penjaga	0.21
sutradara	hakim	0.26
sutradara	kaisar	0.25
sutradara	pencari	0.2
sutradara	famili	0.06
sutradara	pahlawan	0.26
sutradara	pembawa	0.27
sutradara	undangan	0.22
sutradara	cadangan	0.14
sutradara	pemeran	0.6
sutradara	investor	0.26
sutradara	perwira	0.33
sutradara	bangsawan	0.18
sutradara	legenda	0.3
sutradara	pembantu	0.33
sutradara	pengarang	0.48
sutradara	eksekutif	0.36
sutradara	budak	0.13
sutradara	mama	0.21
sutradara	kerangka	0.15
sutradara	pengelola	0.3
sutradara	cucu	0.26
sutradara	tambang	0.16
sutradara	nelayan	0.24
sutradara	hantu	0.25
sutradara	atlet	0.29
sutradara	isteri	0.28
sutradara	pendeta	0.31
sutradara	pejuang	0.3
sutradara	tahanan	0.15
sutradara	pengikut	0.18
sutradara	direktur	0.4
sutradara	rombongan	0.3
sutradara	politikus	0.46
sutradara	formasi	0.11
sutradara	panitia	0.34
sutradara	aktivis	0.36
sutradara	jenderal	0.38
sutradara	pengajar	0.39
sutradara	pilot	0.38
sutradara	kandidat	0.26
sutradara	mayat	0.18
sutradara	subjek	0.2
sutradara	pendidik	0.34
sutradara	wasit	0.34
sutradara	balita	0.11
sutradara	penghuni	0.18
sutradara	pangeran	0.24
sutradara	pengembang	0.28
sutradara	asisten	0.47
sutradara	responden	0.14
sutradara	juru	0.26
sutradara	jajaran	0.3
sutradara	awak	0.27
sutradara	distributor	0.31
sutradara	kakek	0.29
sutradara	pembuka	0.21
sutradara	profesor	0.4
sutradara	penari	0.41
sutradara	pemberi	0.29
sutradara	komandan	0.37
sutradara	kerabat	0.17
sutradara	pelayan	0.27
sutradara	komunis	0.26
sutradara	teroris	0.22
sutradara	pendatang	0.28
sutradara	arsitek	0.44
sutradara	politisi	0.41
sutradara	ratu	0.23
sutradara	pembunuh	0.32
sutradara	penyelenggara	0.32
sutradara	turunan	0.13
sutradara	pelukis	0.45
sutradara	desainer	0.48
sutradara	utusan	0.17
sutradara	kapten	0.35
sutradara	pembiayaan	0.14
sutradara	pengacara	0.33
sutradara	sekutu	0.21
sutradara	alumni	0.26
sutradara	perawat	0.27
sutradara	penganut	0.22
sutradara	sponsor	0.28
sutradara	atasan	0.2
sutradara	pengamat	0.37
sutradara	vokalis	0.39
sutradara	santri	0.19
sutradara	sekretaris	0.3
sutradara	jurnalis	0.48
sutradara	kritikus	0.45
sutradara	penghubung	0.14
sutradara	pesaing	0.19
sutradara	pengawas	0.29
sutradara	oknum	0.2
sutradara	penjahat	0.27
sutradara	pelaksana	0.33
sutradara	konsultan	0.32
sutradara	kebangsaan	0.19
sutradara	pembicara	0.36
sutradara	turis	0.26
sutradara	bidan	0.2
sutradara	rasul	0.24
sutradara	iblis	0.21
sutradara	demonstrasi	0.16
sutradara	janda	0.23
sutradara	pengantar	0.21
sutradara	elit	0.23
sutradara	kader	0.17
sutradara	waris	0.19
sutradara	insinyur	0.33
sutradara	dukun	0.28
sutradara	audit	0.12
sutradara	pendengar	0.28
sutradara	pendamping	0.26
sutradara	duta	0.25
sutradara	doktor	0.23
sutradara	bubur	0.1
sutradara	pewaris	0.19
sutradara	intelijen	0.3
sutradara	praktisi	0.31
sutradara	pengungsi	0.17
sutradara	walikota	0.25
sutradara	finalis	0.27
sutradara	pengendara	0.28
sutradara	pencuri	0.18
sutradara	panglima	0.35
sutradara	imigran	0.27
sutradara	pemburu	0.24
sutradara	pengawal	0.23
sutradara	penemu	0.32
sutradara	resepsionis	0.21
sutradara	delegasi	0.28
sutradara	pengemudi	0.29
sutradara	penerjemah	0.36
sutradara	pemandu	0.34
sutradara	tawanan	0.18
sutradara	penegak	0.27
sutradara	spektrum	0.12
sutradara	penutur	0.24
sutradara	penyihir	0.19
sutradara	keponakan	0.27
sutradara	teknisi	0.38
sutradara	jago	0.22
sutradara	kiper	0.4
sutradara	pelamar	0.22
sutradara	pemasok	0.21
sutradara	propaganda	0.25
sutradara	penanda	0.17
sutradara	pemikir	0.32
sutradara	saingan	0.22
sutradara	pembimbing	0.35
sutradara	petinggi	0.35
sutradara	pelaut	0.23
sutradara	pengrajin	0.3
sutradara	analis	0.26
sutradara	striker	0.34
sutradara	ekonom	0.29
sutradara	tuna	0.1
sutradara	langganan	0.24
sutradara	pencinta	0.25
sutradara	supir	0.37
sutradara	kenalan	0.22
sutradara	penyidik	0.32
sutradara	pelacur	0.28
sutradara	ksatria	0.18
sutradara	pengirim	0.23
sutradara	dalang	0.33
sutradara	perusak	0.15
sutradara	wirausaha	0.23
sutradara	majikan	0.22
sutradara	administrator	0.27
sutradara	pucuk	0.15
sutradara	pendiam	0.17
sutradara	kapitalis	0.19
sutradara	agensi	0.34
sutradara	mukmin	0.14
sutradara	pemeluk	0.24
sutradara	detektif	0.28
sutradara	penikmat	0.33
sutradara	jaksa	0.33
sutradara	pemangku	0.23
sutradara	perampok	0.24
sutradara	pelarian	0.18
sutradara	kolektor	0.28
sutradara	macan	0.1
sutradara	pengidap	0.18
sutradara	preman	0.27
sutradara	penunjuk	0.25
sutradara	pemuka	0.31
sutradara	pengemis	0.14
sutradara	direksi	0.34
sutradara	pemusik	0.46
sutradara	sukarelawan	0.22
sutradara	fasilitator	0.28
sutradara	kristen	0.18
sutradara	penerbang	0.27
sutradara	bibi	0.22
sutradara	pejalan	0.24
sutradara	pramuka	0.2
sutradara	petinju	0.33
sutradara	penyandang	0.19
sutradara	penanggung	0.27
sutradara	penolong	0.23
sutradara	botani	0.17
sutradara	jagoan	0.27
sutradara	penembak	0.27
sutradara	penipu	0.22
sutradara	jemaah	0.13
sutradara	debitur	0.15
sutradara	diktator	0.29
sutradara	penyelamat	0.25
sutradara	abdi	0.18
sutradara	lurah	0.15
sutradara	pendaftar	0.1
sutradara	milisi	0.17
sutradara	pelari	0.21
sutradara	pengiring	0.29
sutradara	penata	0.45
sutradara	pengambil	0.31
sutradara	penuntut	0.24
sutradara	demonstran	0.17
sutradara	sandera	0.23
sutradara	pembina	0.3
sutradara	astronot	0.26
sutradara	serdadu	0.2
sutradara	tanggungan	0.13
sutradara	pencetus	0.24
sutradara	pemangsa	0.17
sutradara	bendahara	0.17
sutradara	penyebar	0.18
sutradara	kuli	0.15
sutradara	kreditur	0.17
sutradara	pemesan	0.24
sutradara	biang	0.05
sutradara	dermawan	0.21
sutradara	pemeriksa	0.24
sutradara	negarawan	0.3
sutradara	pengukur	0.18
sutradara	penambang	0.19
sutradara	pembajak	0.25
sutradara	budayawan	0.42
sutradara	perekam	0.31
sutradara	penyayang	0.23
sutradara	pemukul	0.2
sutradara	perencana	0.33
sutradara	pengumpul	0.22
sutradara	separatis	0.18
sutradara	mumi	0.16
sutradara	wirausahawan	0.34
sutradara	penangkap	0.24
sutradara	informan	0.2
sutradara	humas	0.19
sutradara	penyelam	0.27
sutradara	pemasar	0.32
sutradara	pemalas	0.14
sutradara	penarik	0.17
sutradara	pengembara	0.22
sutradara	cleaning	0.14
sutradara	gerilyawan	0.29
sutradara	penggagas	0.34
sutradara	duda	0.19
sutradara	penyembah	0.24
sutradara	penilai	0.25
sutradara	penguji	0.23
sutradara	eksportir	0.23
sutradara	wiraswasta	0.2
sutradara	nona	0.06
sutradara	deputi	0.23
sutradara	pengunjuk	0.21
sutradara	penyembuh	0.19
sutradara	rohaniwan	0.3
sutradara	pemanah	0.28
sutradara	firaun	0.17
sutradara	penyelidik	0.26
sutradara	penampil	0.34
sutradara	peranakan	0.21
sutradara	marinir	0.16
sutradara	suruhan	0.17
sutradara	inspektur	0.31
sutradara	pialang	0.23
sutradara	miliarder	0.21
sutradara	satria	0.13
sutradara	usahawan	0.23
sutradara	pelapor	0.2
sutradara	pemahat	0.38
sutradara	penunggu	0.18
sutradara	penurut	0.14
sutradara	pengusul	0.24
sutradara	pemimpi	0.33
sutradara	penyusup	0.16
sutradara	pemungut	0.22
sutradara	penceramah	0.33
sutradara	penggarap	0.35
sutradara	pelupa	0.06
sutradara	perupa	0.31
sutradara	panelis	0.3
sutradara	penyendiri	0.18
sutradara	pemateri	0.22
sutradara	penggali	0.28
sutradara	penukar	0.1
sutradara	penyabar	0.17
sutradara	habib	0.07
sutradara	pelempar	0.27
sutradara	pemborong	0.23
sutradara	pendemo	0.15
sutradara	pencerita	0.37
sutradara	penyelundup	0.22
sutradara	penganggur	0.11
sutradara	penggiling	0.2
sutradara	penterjemah	0.34
sutradara	pengulas	0.32
sutradara	penagih	0.13
sutradara	hartawan	0.28
sutradara	perumus	0.24
sutradara	wapres	0.25
sutradara	peniup	0.18
sutradara	penggalang	0.2
sutradara	pembenci	0.21
